Unnamed: 0,date,Month,Day,Year,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip,IntCondition,month,p1,p2,p3,p4,p5,Season,IntSeason,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,Date,Event
264,9/22/2020,September,22,2020,88.34042553,73.87234043,65.17021277,7.553191489,0.008432517,29.47297872,0.0,5,9,73.0,48,69,42,37,Fall,3,46,65,38,41,82,28,47,14,6.0,19.0,2020-09-22,0
265,9/23/2020,September,23,2020,88.33333333,76.26666667,69.75555556,8.177777778,0.008432517,29.478,0.0,4,9,78.0,53,74,47,42,Fall,3,49,66,39,42,83,31,53,17,21.0,34.0,2020-09-23,0
266,9/24/2020,September,24,2020,86.91304348,74.7826087,69.63043478,7.52173913,0.008432517,29.57847826,0.0,5,9,74.0,49,70,43,38,Fall,3,46,67,40,43,84,31,51,17,24.0,37.0,2020-09-24,0
267,9/25/2020,September,25,2020,86.04255319,72.5106383,64.74468085,11.12765957,0.008432517,29.59680851,0.0,5,9,77.0,52,73,46,41,Fall,3,48,64,37,40,81,31,48,17,11.0,24.0,2020-09-25,0
268,9/26/2020,September,26,2020,85.51219512,72.14634146,64.17073171,12.24390244,0.008432517,29.55682927,0.0,4,9,75.0,50,71,44,39,Fall,3,47,65,38,41,82,30,47,16,20.0,33.0,2020-09-26,0
269,9/27/2020,September,27,2020,85.48888889,71.57777778,62.82222222,10.2,0.008432517,29.62466667,0.0,3,9,77.0,52,73,46,41,Fall,3,48,63,36,39,80,30,50,16,16.958753437213566,10.0,2020-09-27,0
270,9/28/2020,September,28,2020,84.60869565,70.56521739,62.95652174,9.652173913,0.008432517,29.68608696,0.0,4,9,75.0,50,71,44,39,Fall,3,47,67,40,43,84,28,51,14,2.0,15.0,2020-09-28,0
271,9/29/2020,September,29,2020,84.56818182,71.09090909,64.0,10.59090909,0.008432517,29.68386364,0.0,4,9,75.0,50,71,44,39,Fall,3,47,63,36,39,80,31,50,17,27.0,40.0,2020-09-29,0
272,9/30/2020,September,30,2020,83.14893617,71.0,66.10638298,9.468085106,0.008432517,29.65808511,0.0,5,9,74.0,49,70,43,38,Fall,3,46,65,38,41,82,30,49,16,9.0,22.0,2020-09-30,0
273,10/1/2020,October,1,2020,85.62222222,73.13333333,67.35555556,8.444444444,0.008432517,29.688,0.0,4,10,75.0,50,71,44,39,Fall,3,47,65,38,41,65,32,47,18,4.0,34.0,2020-10-01,0
274,10/2/2020,October,2,2020,85.5,74.02272727,69.97727273,10.63636364,0.008432517,29.67159091,0.0,4,10,73.0,48,69,42,37,Fall,3,46,66,39,42,66,31,49,17,2.0,32.0,2020-10-02,0
275,10/3/2020,October,3,2020,86.15,74.05,68.475,9.3,0.008432517,29.6525,0.0,3,10,76.0,51,72,45,40,Fall,3,48,67,40,43,67,32,50,18,7.0,37.0,2020-10-03,0
276,10/4/2020,October,4,2020,84.82608696,72.97826087,69.65217391,7.391304348,0.008432517,29.69913043,0.0,2,10,74.0,49,70,43,38,Fall,3,46,67,41,44,67,31,49,17,29.0,59.0,2020-10-04,0
277,10/5/2020,October,5,2020,84.4893617,72.44680851,68.72340426,7.29787234,0.008432517,29.71042553,0.0,5,10,73.0,48,69,42,37,Fall,3,46,74,47,50,74,29,48,15,40.0,70.0,2020-10-05,0
278,10/6/2020,October,6,2020,84.09302326,70.8372093,65.55813953,7.604651163,0.008432517,29.71930233,0.0,3,10,75.0,50,71,44,39,Fall,3,47,68,41,44,68,30,50,16,12.0,42.0,2020-10-06,0
279,10/7/2020,October,7,2020,83.95652174,71.5,66.41304348,9.369565217,0.008432517,29.74608696,0.0,4,10,73.0,48,69,42,37,Fall,3,46,65,38,41,65,29,51,15,14.0,44.0,2020-10-07,0
280,10/8/2020,October,8,2020,84.61904762,72.5,67.71428571,9.761904762,0.008432517,29.73714286,0.0,3,10,73.0,48,69,42,37,Fall,3,46,68,41,44,68,31,53,17,1.0,31.0,2020-10-08,0
281,10/9/2020,October,9,2020,84.40425532,73.0212766,70.27659574,6.425531915,0.008432517,29.73978723,0.0,6,10,78.0,53,74,47,42,Fall,3,49,67,40,43,67,29,49,15,-3.0,27.0,2020-10-09,0
282,10/10/2020,October,10,2020,87.08888889,68.08888889,60.08888889,5.822222222,0.008432517,29.722,0.0,6,10,75.0,50,71,44,39,Fall,3,47,65,38,41,65,32,50,18,16.0,46.0,2020-10-10,0
283,10/11/2020,October,11,2020,87.15217391,65.58695652,56.82608696,6.630434783,0.008432517,29.65934783,0.0,5,10,75.0,50,71,44,39,Fall,3,47,70,43,46,70,29,49,15,40.0,70.0,2020-10-11,0
284,10/12/2020,October,12,2020,87.57777778,54.24444444,42.95555556,4.222222222,0.008432517,29.59466667,0.0,4,10,73.0,48,69,42,37,Fall,3,46,67,39,42,67,34,52,20,25.0,55.0,2020-10-12,0
285,10/13/2020,October,13,2020,86.31707317,35.36585366,17.36585366,7.512195122,0.008432517,29.6,0.0,5,10,76.0,51,72,45,40,Fall,3,48,65,38,41,65,32,50,18,34.0,64.0,2020-10-13,0
286,10/14/2020,October,14,2020,83.27272727,31.20454545,15.38636364,8.318181818,0.008432517,29.65522727,0.0,4,10,74.0,49,70,43,38,Fall,3,46,64,37,40,64,33,47,19,9.0,39.0,2020-10-14,0
287,10/15/2020,October,15,2020,85.0,38.06382979,20.10638298,8.765957447,0.008432517,29.65553191,0.0,4,10,75.0,50,71,44,39,Fall,3,47,65,38,41,65,32,48,18,34.0,64.0,2020-10-15,0
288,10/16/2020,October,16,2020,87.71111111,39.93333333,19.86666667,9.488888889,0.008432517,28.97555556,0.0,5,10,75.0,50,71,44,39,Fall,3,47,64,37,40,64,30,48,16,27.0,57.0,2020-10-16,0
289,10/17/2020,October,17,2020,89.81818182,36.86363636,15.90909091,10.34090909,0.008432517,29.63681818,0.0,6,10,74.0,49,70,43,38,Fall,3,46,72,45,48,72,29,50,15,45.0,75.0,2020-10-17,0
290,10/18/2020,October,18,2020,87.90909091,46.20454545,25.43181818,5.340909091,0.008432517,29.67568182,0.0,7,10,73.0,48,69,42,37,Fall,3,46,67,40,43,67,33,51,19,25.0,55.0,2020-10-18,0
291,10/19/2020,October,19,2020,86.54347826,55.95652174,36.15217391,4.695652174,0.008432517,29.68282609,0.0,7,10,74.0,49,70,43,38,Fall,3,46,66,39,42,66,30,48,16,32.0,62.0,2020-10-19,0
292,10/20/2020,October,20,2020,83.88636364,54.04545455,40.31818182,6.068181818,0.008432517,29.66204545,0.0,5,10,76.00365965,49,70,43,38,Fall,3,46,67,40,43,67,29,49,15,14.0,44.0,2020-10-20,0
293,10/21/2020,October,21,2020,78.93478261,55.10869565,47.5,4.891304348,0.008432517,29.70043478,0.0,5,10,73.0,48,69,42,37,Fall,3,46,70,43,46,70,29,48,15,6.0,36.0,2020-10-21,0
294,10/22/2020,October,22,2020,80.19148936,48.59574468,41.38297872,4.191489362,0.008432517,29.69382979,0.0,6,10,74.0,49,70,43,38,Fall,3,46,72,45,48,72,27,51,13,5.0,35.0,2020-10-22,0
295,10/23/2020,October,23,2020,81.48837209,42.0,29.60465116,6.511627907,0.008432517,29.67186047,0.0,5,10,78.0,53,74,47,42,Fall,3,49,64,37,40,64,28,50,14,8.0,38.0,2020-10-23,0
296,10/24/2020,October,24,2020,77.37209302,53.74418605,47.95348837,5.418604651,0.008432517,29.69069767,0.0,5,10,74.0,49,70,43,38,Fall,3,46,68,41,44,68,34,49,20,37.0,67.0,2020-10-24,0
297,10/25/2020,October,25,2020,76.31818182,53.90909091,50.90909091,4.454545455,0.008432517,29.76977273,0.0,8,10,73.0,48,69,42,37,Fall,3,46,69,42,45,69,30,49,16,34.0,64.0,2020-10-25,0
298,10/26/2020,October,26,2020,77.11627907,50.86046512,45.93023256,4.046511628,0.008432517,29.86186047,0.0,5,10,75.0,50,71,44,39,Fall,3,47,68,41,44,68,32,50,18,18.0,48.0,2020-10-26,0
299,10/27/2020,October,27,2020,77.62222222,53.77777778,48.37777778,3.422222222,0.008432517,29.83044444,0.0,7,10,74.0,49,70,43,38,Fall,3,46,65,38,41,65,29,47,15,33.0,63.0,2020-10-27,0
300,10/28/2020,October,28,2020,76.83333333,60.76190476,60.97619048,7.928571429,0.008432517,29.80428571,0.0,5,10,73.0,48,69,42,37,Fall,3,46,68,41,44,68,28,51,14,3.0,33.0,2020-10-28,0
301,10/29/2020,October,29,2020,77.28888889,64.57777778,67.53333333,3.822222222,0.008432517,29.82133333,0.0,9,10,75.0,50,71,44,39,Fall,3,47,65,38,41,65,30,49,16,7.0,37.0,2020-10-29,0
302,10/30/2020,October,30,2020,78.83333333,55.23809524,51.38095238,3.095238095,0.008432517,29.85666667,0.0,5,10,73.0,48,69,42,37,Fall,3,46,69,42,45,69,29,48,15,16.0,46.0,2020-10-30,1
303,10/31/2020,October,31,2020,78.9047619,47.42857143,37.57142857,4.738095238,0.008432517,29.87190476,0.0,5,10,73.0,48,69,42,37,Fall,3,46,69,42,45,69,31,47,17,28.0,58.0,2020-10-31,0
304,11/1/2020,November,1,2020,77.25531915,48.70212766,40.65957447,4.531914894,0.008432517,29.88191489,0.0,7,11,74.0,49,70,43,38,Fall,3,46,69,36,64,103,35,49,21,62.0,80.0,2020-11-01,0
305,11/2/2020,November,2,2020,76.76744186,43.69767442,36.23255814,3.837209302,0.008432517,29.89674419,0.0,5,11,74.0,49,70,43,38,Fall,3,46,68,35,63,102,29,48,15,8.0,26.0,2020-11-02,0
306,11/3/2020,November,3,2020,72.86046512,44.58139535,39.90697674,6.186046512,0.008432517,29.88674419,0.0,4,11,73.0,48,69,42,37,Fall,3,46,71,38,66,105,31,49,17,24.0,42.0,2020-11-03,0
307,11/4/2020,November,4,2020,74.97826087,58.60869565,58.63043478,7.847826087,0.008432517,29.83217391,0.0,3,11,73.0,48,69,42,37,Fall,3,46,71,38,66,105,29,50,15,41.0,59.0,2020-11-04,0
308,11/5/2020,November,5,2020,76.46808511,65.0212766,69.82978723,6.595744681,0.008432517,29.82553191,0.0,8,11,74.0,49,70,43,38,Fall,3,46,73,40,68,107,30,49,16,27.0,45.0,2020-11-05,0
309,11/6/2020,November,6,2020,78.46511628,52.0,50.0,4.348837209,0.008432517,29.92325581,0.0,11,11,75.0,50,71,44,39,Fall,3,47,68,35,63,102,33,48,19,13.0,31.0,2020-11-06,0
310,11/7/2020,November,7,2020,76.74418605,45.44186047,37.1627907,4.581395349,0.008432517,29.96744186,0.0,6,11,74.0,49,70,43,38,Fall,3,46,77,44,72,111,30,50,16,51.0,69.0,2020-11-07,0
311,11/8/2020,November,8,2020,63.6875,48.875,58.9375,4.875,0.008432517,29.940625,0.0,8,11,74.0,49,70,43,38,Fall,3,46,73,40,68,107,30,49,16,30.0,48.0,2020-11-08,0
312,11/9/2020,November,9,2020,75.63636364,45.88636364,39.45454545,4.659090909,0.008432517,29.92272727,0.0,5,11,75.0,50,71,44,39,Fall,3,47,75,42,70,109,33,48,19,22.0,40.0,2020-11-09,0
313,11/10/2020,November,10,2020,76.15384615,53.97435897,50.28205128,3.743589744,0.008432517,29.10384615,0.0,7,11,73.0,48,69,42,37,Fall,3,46,69,36,64,103,32,47,18,14.0,32.0,2020-11-10,0
314,11/11/2020,November,11,2020,77.20930233,44.97674419,38.69767442,6.697674419,0.008432517,29.90534884,0.0,5,11,75.0,50,71,44,39,Fall,3,47,67,34,62,101,32,49,18,42.0,60.0,2020-11-11,0
315,11/12/2020,November,12,2020,76.25,43.18181818,33.54545455,7.5,0.008432517,29.96568182,0.0,7,11,76.0,51,72,45,40,Fall,3,48,68,35,63,102,31,50,17,0.0,18.0,2020-11-12,0
316,11/13/2020,November,13,2020,75.0,43.84444444,35.42222222,6.288888889,0.008432517,29.93755556,0.0,8,11,75.0,50,71,44,39,Fall,3,47,69,36,64,103,29,50,15,4.0,22.0,2020-11-13,0
317,11/14/2020,November,14,2020,73.65909091,51.38636364,50.59090909,4.863636364,0.008432517,29.82704545,0.0,9,11,73.0,48,69,42,37,Fall,3,46,71,38,66,105,27,48,13,1.0,19.0,2020-11-14,0
318,11/15/2020,November,15,2020,75.46666667,56.26666667,55.91111111,4.333333333,0.008432517,29.82666667,0.0,10,11,73.0,48,69,42,37,Fall,3,46,69,36,64,103,39,49,25,24.0,42.0,2020-11-15,0
319,11/16/2020,November,16,2020,73.52083333,42.39583333,36.5625,7.333333333,0.008432517,29.91270833,0.0,7,11,74.0,49,70,43,38,Fall,3,46,69,36,64,103,30,48,16,32.0,50.0,2020-11-16,0
320,11/17/2020,November,17,2020,70.10638298,46.78723404,45.29787234,13.57446809,0.008432517,29.92680851,0.0,9,11,77.0,52,73,46,41,Fall,3,48,67,34,62,101,32,50,18,42.0,60.0,2020-11-17,0
321,11/18/2020,November,18,2020,69.19565217,50.39130435,53.7173913,3.869565217,0.008432517,29.87086957,0.0,8,11,73.0,48,69,42,37,Fall,3,46,72,39,67,106,32,49,18,6.0,24.0,2020-11-18,0
322,11/19/2020,November,19,2020,71.86956522,55.89130435,62.93478261,4.956521739,0.008432517,29.87065217,0.0,7,11,74.0,49,70,43,38,Fall,3,46,69,36,64,103,28,49,14,4.0,22.0,2020-11-19,0
323,11/20/2020,November,20,2020,71.04255319,43.23404255,42.0,6.744680851,0.008432517,29.92893617,0.0,6,11,74.0,49,70,43,38,Fall,3,46,69,36,64,103,28,48,14,8.0,26.0,2020-11-20,0
324,11/21/2020,November,21,2020,68.34782609,39.10869565,36.91304348,4.391304348,0.008432517,29.95,0.0,6,11,74.0,49,70,43,38,Fall,3,46,69,36,64,103,28,47,14,26.0,44.0,2020-11-21,0
325,11/22/2020,November,22,2020,68.30434783,49.23913043,53.32608696,5.108695652,0.008432517,29.91130435,0.0,5,11,74.0,49,70,43,38,Fall,3,46,70,37,65,104,30,50,16,23.0,41.0,2020-11-22,0
326,11/23/2020,November,23,2020,69.68888889,55.66666667,63.48888889,4.266666667,0.008432517,29.88288889,0.0,5,11,76.0,51,72,45,40,Fall,3,48,67,34,62,101,28,50,14,49.0,67.0,2020-11-23,0
327,11/24/2020,November,24,2020,69.93478261,47.89130435,48.10869565,10.97826087,0.008432517,29.235,0.0,7,11,75.0,50,71,44,39,Fall,3,47,67,34,62,101,33,50,19,1.0,19.0,2020-11-24,0
328,11/25/2020,November,25,2020,65.32608696,49.34782609,58.52173913,10.30434783,0.008432517,29.92586957,0.0,9,11,75.0,50,71,44,39,Fall,3,47,67,36,64,101,32,48,18,11.0,29.0,2020-11-25,0
329,11/26/2020,November,26,2020,66.63829787,43.25531915,44.61702128,14.34042553,0.008432517,30.03489362,0.0,7,11,74.0,49,70,43,38,Fall,3,46,71,38,66,105,30,50,16,8.0,26.0,2020-11-26,0
330,11/27/2020,November,27,2020,67.51282051,43.8974359,44.64102564,15.92307692,0.008432517,30.10461538,0.0,9,11,78.0,53,74,47,42,Fall,3,49,67,34,62,101,31,49,17,2.0,20.0,2020-11-27,0
331,11/28/2020,November,28,2020,68.0,39.39534884,37.58139535,7.860465116,0.008432517,30.05116279,0.0,5,11,75.0,50,71,44,39,Fall,3,47,66,33,61,100,30,50,16,28.0,46.0,2020-11-28,0
332,11/29/2020,November,29,2020,68.04444444,35.46666667,33.22222222,6.688888889,0.008432517,28.63422222,0.0,3,11,64.0,39,60,33,28,Fall,3,40,68,35,63,102,30,51,16,24.0,42.0,2020-11-29,0
333,11/30/2020,November,30,2020,67.76086957,38.06521739,39.19565217,2.782608696,0.008432517,29.93195652,0.0,6,11,63.0,38,59,32,27,Fall,3,39,69,36,64,103,28,51,14,17.0,35.0,2020-11-30,0
334,12/1/2020,December,1,2020,70.80434783,42.0,40.5,4.065217391,0.008432517,29.94086957,0.0,6,12,76.00365965,39,60,50,22,Winter,1,120,68,35,63,85,27,49,14,6.0,24.0,2020-12-01,0
335,12/2/2020,December,2,2020,72.93023256,48.20930233,45.88372093,2.813953488,0.008432517,29.91674419,0.0,8,12,62.0,37,58,48,20,Winter,1,116,69,36,64,86,29,49,16,24.0,42.0,2020-12-02,0
336,12/3/2020,December,3,2020,73.13636364,53.81818182,56.70454545,4.909090909,0.008432517,29.86704545,0.0,7,12,64.0,39,60,50,22,Winter,1,120,66,33,61,83,29,47,16,38.0,56.0,2020-12-03,0
337,12/4/2020,December,4,2020,73.04255319,59.08510638,67.89361702,4.936170213,0.008432517,29.8106383,0.0,8,12,63.0,38,59,49,21,Winter,1,118,66,33,61,83,31,52,18,7.0,25.0,2020-12-04,0
338,12/5/2020,December,5,2020,74.27083333,64.9375,76.20833333,4.541666667,0.008432517,29.811875,0.0,11,12,62.0,37,58,48,20,Winter,1,116,70,37,65,87,29,50,16,16.0,34.0,2020-12-05,0
339,12/6/2020,December,6,2020,73.9787234,51.93617021,53.19148936,6.723404255,0.008432517,29.88468085,0.0,13,12,62.0,37,58,48,20,Winter,1,116,67,34,62,84,33,48,20,42.0,60.0,2020-12-06,0
340,12/7/2020,December,7,2020,72.66666667,49.22222222,47.04444444,5.066666667,0.008432517,29.92533333,0.0,8,12,64.0,39,60,50,22,Winter,1,120,68,35,63,85,28,52,15,9.0,27.0,2020-12-07,0
341,12/8/2020,December,8,2020,69.97560976,58.43902439,68.68292683,2.243902439,0.008432517,29.91707317,0.0,10,12,62.0,37,58,48,20,Winter,1,116,70,37,65,87,32,49,19,19.0,37.0,2020-12-08,0
342,12/9/2020,December,9,2020,72.26086957,54.7826087,59.15217391,7.673913043,0.008432517,29.89304348,0.0,14,12,62.0,37,58,48,20,Winter,1,116,67,34,62,84,29,56,16,23.0,41.0,2020-12-09,0
343,12/10/2020,December,10,2020,72.5,49.9047619,46.42857143,8.785714286,0.008432517,29.87785714,0.0,6,12,62.0,37,58,48,20,Winter,1,116,70,37,65,87,36,47,23,13.0,31.0,2020-12-10,0
344,12/11/2020,December,11,2020,71.26530612,48.85714286,46.42857143,8.0,0.008432517,29.89020408,0.0,7,12,62.0,37,58,48,20,Winter,1,116,66,33,61,83,32,48,19,5.0,23.0,2020-12-11,0
345,12/12/2020,December,12,2020,67.37777778,46.0,50.15555556,6.333333333,0.008432517,29.92044444,0.0,6,12,63.0,38,59,49,21,Winter,1,118,68,35,63,85,29,50,16,20.0,38.0,2020-12-12,0
346,12/13/2020,December,13,2020,62.65217391,38.0,42.06521739,8.108695652,0.008432517,29.92630435,0.0,5,12,63.0,38,59,49,21,Winter,1,118,67,34,62,84,30,49,17,10.0,28.0,2020-12-13,0
347,12/14/2020,December,14,2020,63.47826087,40.32608696,45.5,5.804347826,0.008432517,29.935,0.0,4,12,63.0,38,59,49,21,Winter,1,118,66,33,61,83,29,48,16,19.0,37.0,2020-12-14,0
348,12/15/2020,December,15,2020,62.04444444,37.73333333,42.51111111,5.733333333,0.008432517,29.998,0.0,6,12,62.0,37,58,48,20,Winter,1,116,67,34,62,84,28,48,15,24.0,42.0,2020-12-15,0
349,12/16/2020,December,16,2020,60.04761905,30.69047619,37.21428571,12.9047619,0.008432517,30.09142857,0.0,5,12,62.0,37,58,48,20,Winter,1,116,70,37,65,87,29,48,16,24.0,42.0,2020-12-16,0
350,12/17/2020,December,17,2020,59.92682927,28.36585366,31.63414634,12.04878049,0.008432517,30.08170732,0.0,3,12,62.0,37,58,48,20,Winter,1,116,72,39,67,89,29,47,16,7.0,25.0,2020-12-17,0
351,12/18/2020,December,18,2020,59.73913043,29.80434783,35.69565217,5.217391304,0.008432517,30.01456522,0.0,4,12,65.0,40,61,51,23,Winter,1,122,66,33,61,83,34,47,21,9.0,27.0,2020-12-18,0
352,12/19/2020,December,19,2020,61.65217391,27.7173913,30.65217391,8.086956522,0.008432517,30.01782609,0.0,4,12,63.0,38,59,49,21,Winter,1,118,68,35,63,85,26,48,13,11.958753437213566,29.958753437213566,2020-12-19,0
353,12/20/2020,December,20,2020,67.35555556,26.88888889,24.51111111,6.066666667,0.008432517,30.01666667,0.0,5,12,66.0,41,62,52,24,Winter,1,124,68,35,63,85,28,47,15,25.0,43.0,2020-12-20,0
354,12/21/2020,December,21,2020,63.84444444,33.88888889,37.04444444,4.377777778,0.008432517,29.958,0.0,8,12,62.0,37,58,48,20,Winter,1,116,69,36,64,86,32,48,19,35.0,53.0,2020-12-21,0
355,12/22/2020,December,22,2020,65.56818182,40.34090909,45.52272727,3.363636364,0.008432517,29.91681818,0.0,7,12,64.0,39,60,50,22,Winter,1,120,68,35,63,85,26,47,13,30.0,48.0,2020-12-22,0
356,12/23/2020,December,23,2020,64.85365854,34.36585366,35.90243902,4.56097561,0.008432517,29.88487805,0.0,6,12,64.0,39,60,50,22,Winter,1,120,68,35,63,85,29,49,16,9.0,27.0,2020-12-23,0
357,12/24/2020,December,24,2020,64.71428571,30.92857143,32.07142857,10.0,0.008432517,29.88642857,0.0,6,12,62.0,37,58,48,20,Winter,1,116,70,37,65,87,29,48,16,10.0,28.0,2020-12-24,0
358,12/25/2020,December,25,2020,66.46808511,27.46808511,25.19148936,10.42553191,0.008432517,29.90446809,0.0,5,12,62.0,37,58,48,20,Winter,1,116,67,34,62,84,31,49,18,2.0,20.0,2020-12-25,1
359,12/26/2020,December,26,2020,65.0,38.02272727,39.79545455,4.068181818,0.008432517,29.92159091,0.0,7,12,63.0,38,59,49,21,Winter,1,118,68,35,63,85,27,49,14,66.0,84.0,2020-12-26,0
360,12/27/2020,December,27,2020,66.56818182,23.15909091,29.09090909,11.34090909,0.008432517,29.95409091,0.0,5,12,62.0,37,58,48,20,Winter,1,116,71,38,66,88,32,48,19,45.0,63.0,2020-12-27,0
361,12/28/2020,December,28,2020,63.4375,13.47916667,15.6875,8.291666667,0.008432517,29.938125,0.0,5,12,64.0,39,60,50,22,Winter,1,120,71,38,66,88,31,51,18,43.0,61.0,2020-12-28,0
362,12/29/2020,December,29,2020,58.24390244,22.87804878,28.09756098,7.536585366,0.008432517,29.98512195,0.0,3,12,63.0,38,59,49,21,Winter,1,118,67,34,62,84,28,47,15,54.0,72.0,2020-12-29,0
363,12/30/2020,December,30,2020,59.89361702,25.61702128,28.80851064,9.382978723,0.008432517,30.02021277,0.0,4,12,62.0,37,58,48,20,Winter,1,116,67,34,62,84,32,50,19,38.0,56.0,2020-12-30,0
364,12/31/2020,December,31,2020,59.34782609,24.41304348,28.04347826,11.34782609,0.008432517,29.99434783,0.0,8,12,64.0,39,60,50,22,Winter,1,120,69,36,64,86,31,48,18,27.0,45.0,2020-12-31,0
365,1/1/2021,January,1,2021,59.0,17.46808511,24.40425532,5.425531915,0.008432517,29.94212766,0.0,4,1,79.0,41,62,52,24,Winter,1,124,67,34,62,67,27,48,13,4.958753437213566,29.958753437213566,2021-01-01,0
366,1/2/2021,January,2,2021,59.36956522,20.86956522,25.97826087,6.326086957,0.008432517,29.93630435,0.0,6,1,76.0,38,59,49,21,Winter,1,118,70,37,65,70,27,51,13,26.0,51.0,2021-01-02,0
367,1/3/2021,January,3,2021,59.2826087,25.5,30.95652174,5.304347826,0.008432517,29.8976087,0.0,7,1,78.0,40,61,51,23,Winter,1,122,67,34,62,67,31,47,17,31.0,56.0,2021-01-03,0
368,1/4/2021,January,4,2021,60.86956522,33.36956522,38.08695652,6.543478261,0.008432517,29.89869565,0.0,6,1,75.0,37,58,48,20,Winter,1,116,68,35,63,68,33,49,19,22.0,47.0,2021-01-04,0
369,1/5/2021,January,5,2021,62.9787234,40.29787234,45.9787234,6.638297872,0.008432517,29.93489362,0.0,8,1,75.0,37,58,48,20,Winter,1,116,72,39,67,72,32,49,18,14.0,39.0,2021-01-05,0
370,1/6/2021,January,6,2021,58.76470588,40.82352941,55.91176471,3.147058824,0.008432517,29.94205882,0.0,7,1,77.0,39,60,50,22,Winter,1,120,66,33,61,66,30,48,16,36.0,61.0,2021-01-06,0
371,1/7/2021,January,7,2021,62.08333333,37.52083333,44.66666667,4.625,0.008432517,29.915,0.0,7,1,77.0,39,60,50,22,Winter,1,120,69,36,64,69,27,48,13,4.958753437213566,29.958753437213566,2021-01-07,0
372,1/8/2021,January,8,2021,56.95454545,20.95454545,28.79545455,8.818181818,0.008432517,29.90386364,0.0,5,1,76.0,38,59,49,21,Winter,1,118,69,36,64,69,29,47,15,14.0,39.0,2021-01-08,0
373,1/9/2021,January,9,2021,57.20930233,19.48837209,25.3255814,9.418604651,0.008432517,29.95837209,0.0,5,1,77.0,39,60,50,22,Winter,1,120,70,37,65,70,29,47,15,63.0,88.0,2021-01-09,0
374,1/10/2021,January,10,2021,59.53333333,20.84444444,26.48888889,7.644444444,0.008432517,29.95444444,0.0,3,1,76.0,38,59,49,21,Winter,1,118,67,34,62,67,30,51,16,43.0,68.0,2021-01-10,0
375,1/11/2021,January,11,2021,61.60465116,20.55813953,25.48837209,5.372093023,0.008432517,29.96883721,0.0,4,1,77.0,39,60,50,22,Winter,1,120,69,36,64,69,32,49,18,39.0,64.0,2021-01-11,0
376,1/12/2021,January,12,2021,59.92682927,29.41463415,36.58536585,4.317073171,0.008432517,29.24,0.0,8,1,75.0,37,58,48,20,Winter,1,116,70,37,65,70,30,48,16,36.0,61.0,2021-01-12,0
377,1/13/2021,January,13,2021,61.66666667,44.64444444,59.91111111,4.8,0.008432517,29.90933333,0.0,8,1,77.0,39,60,50,22,Winter,1,120,67,34,62,67,28,48,14,17.0,42.0,2021-01-13,0
378,1/14/2021,January,14,2021,64.02173913,51.65217391,68.65217391,4.869565217,0.008432517,29.8573913,0.0,8,1,77.0,39,60,50,22,Winter,1,120,68,35,63,68,32,48,18,45.0,70.0,2021-01-14,0
379,1/15/2021,January,15,2021,64.16666667,38.75,45.54166667,4.354166667,0.008432517,29.84208333,0.0,8,1,75.0,37,58,48,20,Winter,1,116,68,35,63,68,31,49,17,-9.0,16.0,2021-01-15,0
380,1/16/2021,January,16,2021,63.89361702,33.93617021,38.4893617,4.468085106,0.008432517,29.83340426,0.0,7,1,77.0,39,60,50,22,Winter,1,120,67,34,62,67,32,49,18,38.0,63.0,2021-01-16,0
381,1/17/2021,January,17,2021,62.2,45.91111111,55.95555556,5.688888889,0.008432517,29.804,0.0,8,1,77.0,39,60,50,22,Winter,1,120,69,36,64,69,27,50,13,22.0,47.0,2021-01-17,0
382,1/18/2021,January,18,2021,64.33333333,39.08888889,48.62222222,6.955555556,0.008432517,29.88222222,0.0,7,1,76.0,38,59,49,21,Winter,1,118,66,33,61,66,29,49,15,38.0,63.0,2021-01-18,0
383,1/19/2021,January,19,2021,64.27659574,34.5106383,35.17021277,6.234042553,0.008432517,29.27978723,0.0,4,1,76.0,38,59,49,21,Winter,1,118,70,37,65,70,32,48,18,24.0,49.0,2021-01-19,0
384,1/20/2021,January,20,2021,65.23913043,48.19565217,56.06521739,3.565217391,0.008432517,29.91891304,0.0,9,1,76.0,38,59,49,21,Winter,1,118,72,39,67,72,28,48,14,4.958753437213566,12.0,2021-01-20,0
385,1/21/2021,January,21,2021,67.15217391,58.06521739,75.2173913,6.739130435,0.008432517,29.87978261,0.0,15,1,77.0,39,60,50,22,Winter,1,120,68,35,63,68,28,48,14,43.0,68.0,2021-01-21,0
386,1/22/2021,January,22,2021,72.95238095,61.64285714,69.04761905,10.52380952,0.008432517,29.805,0.0,8,1,76.0,38,59,49,21,Winter,1,118,67,34,62,67,34,50,20,14.0,39.0,2021-01-22,0
387,1/23/2021,January,23,2021,71.31914894,22.34042553,21.23404255,7.361702128,0.008432517,29.87702128,0.0,9,1,75.0,37,58,48,20,Winter,1,116,69,36,64,69,33,48,19,12.0,37.0,2021-01-23,0
388,1/24/2021,January,24,2021,63.2173913,19.30434783,26.58695652,6.717391304,0.008432517,29.93847826,0.0,6,1,75.0,37,58,48,20,Winter,1,116,72,39,67,72,33,50,19,23.0,48.0,2021-01-24,0
