M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,datum,Ro6Classification,N02BEClassification,M01ABClassification,M01AEClassification,N02BAClassification,N05BClassification,R03Classification
1,4,0,32,7,1,0,0,83.20833333333333,54.375,41.79166666666666,6.625,189.66666666666663,29.83875,4.333333333333333,2014,10,23,2014-10-23,0,1,0,1,0,0,0
3,2,6,49,18,0,5,1,81.33333333333333,55.458333333333336,49.208333333333336,5.666666666666667,168.95833333333334,29.79875,2.6666666666666665,2014,10,24,2014-10-24,0,1,0,0,1,1,1
2,5,1,31,21,0,2,5,81.04166666666667,46.75,36.208333333333336,5.375,95.79166666666669,29.79125,1.9166666666666667,2014,10,25,2014-10-25,1,1,0,1,0,1,0
3,1,2,30,6,0,1,1,84.3913043478261,45.95652173913044,29.043478260869566,5.956521739130435,94.1304347826087,29.81913043478261,6.0,2014,10,26,2014-10-26,0,1,0,0,0,0,0
8,3,4,25,17,1,3,0,83.0,60.0,48.04347826086956,5.739130434782608,89.21739130434783,29.86391304347826,4.826086956521739,2014,10,27,2014-10-27,0,0,1,0,1,1,0
4,3,9,40,23,0,0,2,82.79166666666667,57.625,48.125,5.166666666666667,141.79166666666666,29.832083333333333,4.75,2014,10,28,2014-10-28,0,1,0,0,1,1,0
5,1,6,37,20,2,27,1,82.26086956521739,57.30434782608695,45.69565217391305,4.173913043478261,70.6086956521739,29.830434782608695,8.347826086956522,2014,10,29,2014-10-29,0,1,1,0,1,1,1
0,1,5,20,11,1,2,0,83.08333333333333,54.29166666666666,37.66666666666666,5.75,54.583333333333336,29.81,8.125,2014,10,30,2014-10-30,0,0,0,0,1,1,0
2,2,4,31,16,0,0,2,82.45833333333333,55.375,40.583333333333336,12.041666666666666,92.16666666666669,29.83791666666667,8.958333333333334,2014,10,31,2014-10-31,0,1,0,0,1,1,0
1,1,3,10,12,0,0,0,75.66666666666667,61.91666666666666,65.16666666666667,7.25,86.5,29.87333333333333,10.166666666666666,2014,11,1,2014-11-01,0,0,0,0,0,1,0
2,0,0,1,2,0,0,0,81.22727272727273,59.0,50.5,6.045454545454546,136.27272727272728,29.865,2.772727272727273,2014,11,2,2014-11-02,0,0,0,0,0,0,0
7,4,0,27,18,0,5,1,79.26086956521739,66.3913043478261,66.91304347826087,8.130434782608695,163.6086956521739,29.87043478260869,4.608695652173913,2014,11,3,2014-11-03,0,1,1,1,0,1,1
6,1,5,26,15,0,0,1,82.33333333333333,67.33333333333333,62.125,10.5,259.0,29.84625,3.9166666666666665,2014,11,4,2014-11-04,0,0,1,0,1,1,0
0,1,4,27,19,3,1,0,81.45833333333333,67.33333333333333,63.54166666666666,7.583333333333333,229.95833333333331,29.86875,4.083333333333333,2014,11,5,2014-11-05,0,1,0,0,1,1,0
6,2,5,23,23,1,0,0,81.66666666666667,69.58333333333333,67.54166666666667,10.666666666666666,254.375,29.83458333333333,4.166666666666667,2014,11,6,2014-11-06,0,0,1,0,1,1,0
6,8,5,12,28,1,0,1,82.26086956521739,68.8695652173913,66.47826086956522,6.826086956521739,207.69565217391303,29.824782608695653,7.0,2014,11,7,2014-11-07,0,0,1,1,1,1,0
12,6,6,34,24,0,17,2,79.91666666666667,38.208333333333336,29.25,6.625,36.875,29.9125,2.75,2014,11,8,2014-11-08,0,1,1,1,1,1,1
3,3,2,22,19,0,2,1,79.05,32.8,19.85,12.35,28.4,29.954500000000003,3.8,2014,11,9,2014-11-09,0,0,0,0,0,1,0
1,4,3,24,13,0,7,1,78.70833333333333,28.625,17.083333333333332,8.458333333333334,36.79166666666666,29.913750000000004,1.375,2014,11,10,2014-11-10,0,0,0,1,0,1,1
8,4,2,23,18,0,8,2,77.08695652173913,34.0,23.73913043478261,5.173913043478261,71.52173913043478,29.87,1.608695652173913,2014,11,11,2014-11-11,0,0,1,1,0,1,1
3,5,4,22,16,0,3,0,77.3913043478261,33.47826086956522,24.17391304347826,5.782608695652174,63.91304347826087,28.585652173913044,1.9565217391304348,2014,11,12,2014-11-12,0,0,0,1,1,1,0
7,2,5,31,10,0,0,2,77.5,30.0,19.272727272727277,5.7727272727272725,25.772727272727277,29.904090909090908,3.0454545454545454,2014,11,13,2014-11-13,0,1,1,0,1,1,0
5,0,5,29,20,1,2,3,79.16666666666667,34.25,21.20833333333333,6.666666666666667,111.75,29.93625,3.083333333333333,2014,11,14,2014-11-14,1,1,1,0,1,1,0
4,5,5,24,20,2,2,2,75.0,41.66666666666666,32.0,5.125,102.45833333333331,29.885,3.75,2014,11,15,2014-11-15,0,0,0,1,1,1,0
2,2,6,19,13,1,0,0,75.08695652173913,37.08695652173913,28.82608695652174,5.3478260869565215,50.130434782608695,29.858695652173918,4.652173913043479,2014,11,16,2014-11-16,0,0,0,0,1,1,0
9,5,6,23,23,1,10,0,77.70833333333333,34.5,22.45833333333333,5.625,77.25,29.885416666666668,1.875,2014,11,17,2014-11-17,0,0,1,1,1,1,1
2,2,5,19,10,1,0,1,77.66666666666667,37.958333333333336,25.33333333333333,5.666666666666667,83.70833333333333,29.91625,3.333333333333333,2014,11,18,2014-11-18,0,0,0,0,1,1,0
1,1,6,30,15,0,10,4,78.0,46.095238095238095,33.76190476190476,5.428571428571429,139.52380952380952,29.90761904761905,4.333333333333333,2014,11,19,2014-11-19,1,1,0,0,1,1,1
4,6,5,19,13,0,8,0,76.47826086956522,56.95652173913044,52.47826086956522,5.956521739130435,149.95652173913044,29.88782608695652,6.130434782608695,2014,11,20,2014-11-20,0,0,0,1,1,1,1
1,1,3,22,16,0,2,1,76.86363636363636,65.63636363636364,69.4090909090909,4.863636363636363,125.0,29.86863636363637,6.363636363636363,2014,11,21,2014-11-21,0,0,0,0,0,1,0
6,2,3,24,15,1,8,1,77.72727272727273,61.40909090909091,60.77272727272727,5.363636363636363,135.22727272727272,29.83727272727273,4.681818181818182,2014,11,22,2014-11-22,0,0,1,0,0,1,1
4,3,6,22,11,0,0,1,75.4090909090909,44.72727272727273,41.63636363636363,6.954545454545454,51.36363636363637,29.860909090909093,3.136363636363636,2014,11,23,2014-11-23,0,0,0,0,1,1,0
3,3,6,27,17,1,1,1,75.5909090909091,38.54545454545455,27.727272727272727,5.954545454545454,58.54545454545455,29.894090909090917,4.818181818181818,2014,11,24,2014-11-24,0,1,0,0,1,1,0
4,1,2,19,18,0,2,3,74.41666666666667,46.125,37.625,4.583333333333333,110.79166666666669,29.88875,5.666666666666667,2014,11,25,2014-11-25,1,0,0,0,0,1,0
3,5,6,21,13,3,11,2,74.73913043478261,58.21739130434783,57.391304347826086,5.391304347826087,116.6086956521739,29.823913043478264,3.9565217391304346,2014,11,26,2014-11-26,0,0,0,1,1,1,1
7,2,1,15,5,1,4,2,78.2,69.2,74.25,8.75,255.6,29.774,4.75,2014,11,27,2014-11-27,0,0,1,0,0,0,1
2,1,15,15,12,1,2,1,77.79166666666667,67.20833333333333,71.0,5.916666666666667,194.20833333333331,29.8,5.375,2014,11,28,2014-11-28,0,0,0,0,1,1,0
3,2,3,28,15,0,0,5,72.33333333333333,61.42857142857143,66.33333333333333,4.9523809523809526,91.33333333333331,28.43047619047619,10.095238095238097,2014,11,29,2014-11-29,1,1,0,0,0,1,0
6,1,5,22,9,1,0,2,75.33333333333333,62.25,66.0,6.125,145.58333333333334,29.879583333333333,5.25,2014,11,30,2014-11-30,0,0,1,0,1,1,0
4,3,0,36,19,0,2,2,75.8695652173913,58.52173913043478,60.43478260869565,4.3478260869565215,112.69565217391305,29.90652173913044,8.434782608695652,2014,12,1,2014-12-01,0,1,0,0,0,1,0
7,3,3,8,26,0,4,1,75.0,51.21739130434783,49.130434782608695,4.217391304347826,113.6086956521739,29.909130434782607,6.3478260869565215,2014,12,2,2014-12-02,0,0,1,0,0,1,1
3,3,5,12,18,2,8,2,73.61904761904762,58.0,60.76190476190476,4.619047619047619,164.23809523809524,29.904285714285717,5.380952380952381,2014,12,3,2014-12-03,0,0,0,0,1,1,1
3,3,2,27,16,1,1,0,74.17391304347827,59.17391304347826,62.82608695652174,5.217391304347826,103.95652173913044,29.90521739130435,8.347826086956522,2014,12,4,2014-12-04,0,1,0,0,0,1,0
2,5,1,28,15,1,1,2,74.41666666666667,48.16666666666666,46.5,5.666666666666667,93.08333333333331,29.93625,5.916666666666667,2014,12,5,2014-12-05,0,1,0,1,0,1,0
3,3,1,12,9,0,7,1,61.625,32.583333333333336,26.666666666666668,6.75,39.625,29.94375,5.791666666666667,2014,12,6,2014-12-06,0,0,0,0,0,1,1
5,5,4,46,6,0,12,0,72.875,39.5,32.166666666666664,5.208333333333333,92.16666666666669,29.91708333333333,2.9166666666666665,2014,12,7,2014-12-07,0,1,1,1,1,0,1
1,3,2,20,9,0,0,0,72.33333333333333,43.79166666666666,40.79166666666666,4.25,80.83333333333333,29.94875,4.791666666666667,2014,12,8,2014-12-08,0,0,0,0,0,1,0
1,1,2,16,9,1,0,2,69.73684210526316,40.78947368421053,40.31578947368421,4.578947368421052,31.0,29.926315789473687,7.631578947368421,2014,12,9,2014-12-09,0,0,0,0,0,1,0
3,3,2,51,28,3,6,0,67.91666666666667,20.83333333333333,18.625,6.791666666666667,54.54166666666666,29.961250000000003,3.6666666666666665,2014,12,10,2014-12-10,0,1,0,0,0,1,1
2,5,7,16,21,2,0,0,65.58333333333333,19.875,19.166666666666668,6.833333333333333,40.708333333333336,29.934583333333336,2.75,2014,12,11,2014-12-11,0,0,0,1,1,1,0
6,2,6,41,18,0,2,0,65.95652173913044,18.565217391304348,17.82608695652174,6.695652173913044,59.869565217391305,29.911739130434785,2.217391304347826,2014,12,12,2014-12-12,0,1,1,0,1,1,0
1,3,2,25,11,1,7,0,66.5909090909091,34.54545454545455,32.04545454545455,6.045454545454546,110.6818181818182,29.91772727272728,1.0,2014,12,13,2014-12-13,0,0,0,0,0,1,1
10,2,4,41,10,0,6,1,65.25,36.375,37.0,3.625,99.58333333333331,29.9575,3.333333333333333,2014,12,14,2014-12-14,0,1,1,0,1,1,1
5,3,7,40,10,1,9,1,63.69565217391305,38.82608695652174,43.47826086956522,4.521739130434782,86.30434782608695,30.025652173913045,5.217391304347826,2014,12,15,2014-12-15,0,1,1,0,1,1,1
6,1,6,23,23,3,4,1,66.5909090909091,33.22727272727273,32.22727272727273,4.0,42.09090909090909,30.04,4.954545454545454,2014,12,16,2014-12-16,0,0,1,0,1,1,1
3,3,3,27,17,2,8,0,65.08333333333333,29.416666666666668,29.541666666666668,5.833333333333333,70.58333333333333,30.04125,3.458333333333333,2014,12,17,2014-12-17,0,1,0,0,0,1,1
5,3,2,26,9,0,0,0,65.41666666666667,34.833333333333336,35.333333333333336,3.8333333333333335,57.458333333333336,30.01125,4.333333333333333,2014,12,18,2014-12-18,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,66.41666666666667,38.91666666666666,37.54166666666666,5.375,47.208333333333336,30.05375,7.708333333333333,2014,12,19,2014-12-19,0,0,0,0,0,0,0
1,3,2,31,9,0,0,3,63.56521739130435,35.869565217391305,40.0,6.304347826086956,56.0,30.020434782608696,4.695652173913044,2014,12,20,2014-12-20,1,1,0,0,0,1,0
4,4,2,53,6,0,10,1,63.08695652173913,47.04347826086956,56.95652173913044,5.0,107.82608695652172,29.9004347826087,7.956521739130435,2014,12,21,2014-12-21,0,1,0,1,0,0,1
3,4,2,19,43,1,13,4,66.5,54.083333333333336,65.58333333333333,5.791666666666667,104.33333333333331,29.840833333333336,5.583333333333333,2014,12,22,2014-12-22,1,0,0,1,0,1,1
10,2,5,40,13,2,15,0,66.33333333333333,43.54166666666666,44.625,7.666666666666667,73.45833333333333,29.910416666666663,7.208333333333333,2014,12,23,2014-12-23,0,1,1,0,1,1,1
1,3,1,41,16,0,2,2,66.33333333333333,31.5,30.666666666666668,10.375,61.16666666666666,30.005,7.583333333333333,2014,12,24,2014-12-24,0,1,0,0,0,1,0
8,2,9,31,16,0,2,2,67.625,37.54166666666666,34.75,4.625,87.45833333333333,30.03125,6.416666666666667,2014,12,25,2014-12-25,0,1,1,0,1,1,0
3,3,3,31,25,1,0,0,68.73913043478261,32.82608695652174,31.0,6.608695652173913,36.47826086956522,30.007391304347824,4.956521739130435,2014,12,26,2014-12-26,0,1,0,0,0,1,0
4,1,1,20,12,0,3,0,60.3125,33.0625,38.125,4.25,81.8125,29.959375,3.375,2014,12,27,2014-12-27,0,0,0,0,0,1,0
2,10,3,80,15,0,13,1,66.08695652173913,43.17391304347826,48.56521739130435,5.565217391304348,97.1304347826087,29.95130434782609,2.0,2014,12,28,2014-12-28,0,1,0,1,0,1,1
2,4,4,40,5,1,2,0,65.54166666666667,32.916666666666664,31.95833333333333,7.0,46.16666666666666,29.91625,3.9166666666666665,2014,12,29,2014-12-29,0,1,0,1,1,0,0
9,5,3,50,18,0,5,2,64.20833333333333,33.666666666666664,33.791666666666664,6.208333333333333,51.833333333333336,29.852083333333336,5.083333333333333,2014,12,30,2014-12-30,0,1,1,1,0,1,1
5,6,2,36,13,0,10,1,63.130434782608695,24.73913043478261,25.130434782608692,10.652173913043478,31.608695652173918,28.59217391304348,5.869565217391305,2014,12,31,2014-12-31,0,1,1,1,0,1,1
0,0,0,0,0,0,0,0,66.27272727272727,30.5,26.59090909090909,18.318181818181817,15.681818181818182,27.220454545454547,9.318181818181818,2015,1,1,2015-01-01,0,0,0,0,0,0,0
6,4,5,50,13,0,6,2,67.625,39.04166666666666,35.791666666666664,10.958333333333334,25.541666666666668,19.971666666666668,7.125,2015,1,2,2015-01-02,0,1,1,1,1,1,1
9,4,6,57,11,3,0,4,66.45833333333333,44.333333333333336,46.75,6.625,126.83333333333331,29.94875,5.666666666666667,2015,1,3,2015-01-03,1,1,1,1,1,1,0
5,8,3,59,4,0,2,1,66.0,48.21739130434783,56.60869565217392,5.478260869565218,118.78260869565216,29.97478260869565,3.391304347826087,2015,1,4,2015-01-04,0,1,1,1,0,0,0
2,2,1,33,14,0,16,3,66.83333333333333,47.41666666666666,53.25,5.458333333333333,112.79166666666669,29.976250000000004,2.958333333333333,2015,1,5,2015-01-05,1,1,0,0,0,1,1
3,9,7,42,13,0,3,0,68.3913043478261,56.21739130434783,67.65217391304348,8.26086956521739,178.1304347826087,29.918695652173916,6.913043478260869,2015,1,6,2015-01-06,0,1,0,1,1,1,0
0,0,0,0,0,0,0,0,70.08333333333333,58.75,70.41666666666667,5.041666666666667,150.25,29.879166666666663,11.458333333333334,2015,1,7,2015-01-07,0,0,0,0,0,0,0
2,6,1,46,13,1,1,2,67.29166666666667,52.833333333333336,63.04166666666666,5.0,109.04166666666669,29.930000000000003,9.041666666666666,2015,1,8,2015-01-08,0,1,0,1,0,1,0
3,4,9,37,33,2,7,2,67.875,59.04166666666666,75.75,5.375,91.20833333333331,29.9575,13.583333333333334,2015,1,9,2015-01-09,0,1,0,1,1,1,1
5,5,7,32,13,3,1,1,68.26086956521739,50.95652173913044,56.17391304347826,5.086956521739131,88.30434782608695,30.00869565217392,14.652173913043478,2015,1,10,2015-01-10,0,1,1,1,1,1,0
3,6,6,43,8,1,10,2,68.71428571428571,54.90476190476191,62.38095238095238,27.047619047619047,173.76190476190476,29.99,8.142857142857142,2015,1,11,2015-01-11,0,1,0,1,1,0,1
2,3,8,37,18,0,6,1,70.65217391304348,58.91304347826087,68.56521739130434,7.173913043478261,182.2608695652174,29.933478260869567,10.695652173913045,2015,1,12,2015-01-12,0,1,0,0,1,1,1
10,5,10,34,14,2,4,2,74.95833333333333,58.75,62.16666666666666,6.791666666666667,219.58333333333331,29.875,7.875,2015,1,13,2015-01-13,0,1,1,1,1,1,1
3,3,5,23,20,0,1,0,65.125,32.75,33.375,10.166666666666666,46.083333333333336,28.68208333333333,9.25,2015,1,14,2015-01-14,0,0,0,0,1,1,0
6,3,1,55,13,0,15,2,64.04166666666667,37.125,38.083333333333336,12.5,36.833333333333336,30.03125,9.375,2015,1,15,2015-01-15,0,1,1,0,0,1,1
6,6,3,43,16,2,6,2,63.41666666666666,39.29166666666666,44.125,8.666666666666666,47.29166666666666,30.03875,4.791666666666667,2015,1,16,2015-01-16,0,1,1,1,0,1,1
6,5,7,19,18,0,0,0,62.375,37.625,44.04166666666666,5.666666666666667,43.375,30.02125,3.625,2015,1,17,2015-01-17,0,0,1,1,1,1,0
4,3,5,20,16,0,0,2,63.5,35.333333333333336,39.0,6.125,73.45833333333333,29.977500000000003,2.75,2015,1,18,2015-01-18,0,0,0,0,1,1,0
5,2,1,33,12,0,20,2,64.91666666666667,34.583333333333336,36.833333333333336,6.625,48.083333333333336,29.914583333333336,3.0416666666666665,2015,1,19,2015-01-19,0,1,1,0,0,1,1
4,0,6,38,24,1,4,1,67.75,45.54166666666666,46.375,10.583333333333334,94.875,27.370416666666667,5.833333333333333,2015,1,20,2015-01-20,0,1,0,0,1,1,1
4,1,2,37,16,1,0,1,66.04347826086956,49.47826086956522,58.47826086956522,5.3478260869565215,150.8695652173913,29.93695652173913,7.0,2015,1,21,2015-01-21,0,1,0,0,0,1,0
4,1,4,21,19,0,0,1,66.56521739130434,45.17391304347826,47.17391304347826,8.304347826086957,51.130434782608695,30.007391304347824,6.826086956521739,2015,1,22,2015-01-22,0,0,0,0,1,1,0
3,4,8,30,14,0,7,2,64.95833333333333,43.375,47.41666666666666,12.666666666666666,43.458333333333336,30.03125,6.416666666666667,2015,1,23,2015-01-23,0,1,0,1,1,1,1
4,3,9,50,31,0,22,1,63.60869565217392,42.04347826086956,47.34782608695652,8.521739130434783,45.34782608695652,30.049130434782608,3.9130434782608696,2015,1,24,2015-01-24,0,1,0,0,1,1,1
4,1,2,38,11,1,5,0,63.083333333333336,42.66666666666666,48.583333333333336,6.416666666666667,78.08333333333333,30.04625,5.25,2015,1,25,2015-01-25,0,1,0,0,0,1,1
8,4,4,34,15,0,13,0,65.41666666666667,42.75,46.25,5.083333333333333,94.04166666666669,30.04125,4.916666666666667,2015,1,26,2015-01-26,0,1,1,1,1,1,1
3,6,1,20,14,0,0,0,63.375,33.666666666666664,40.333333333333336,6.666666666666667,48.208333333333336,30.0275,2.458333333333333,2015,1,27,2015-01-27,0,0,0,1,0,1,0
3,5,3,32,18,3,5,3,62.54166666666666,28.95833333333333,29.875,7.0,40.625,30.01125,2.1666666666666665,2015,1,28,2015-01-28,1,1,0,1,0,1,1
4,5,9,24,16,3,11,3,61.25,40.04166666666666,44.54166666666666,5.666666666666667,145.58333333333334,29.992500000000003,2.833333333333333,2015,1,29,2015-01-29,1,0,0,1,1,1,1
1,1,1,19,19,1,0,0,65.47826086956522,40.34782608695652,46.08695652173913,5.782608695652174,112.69565217391305,30.047826086956523,4.956521739130435,2015,1,30,2015-01-30,0,0,0,0,0,1,0
8,5,5,27,10,0,11,2,67.22727272727273,52.09090909090909,58.95454545454545,8.181818181818182,163.0,29.94363636363636,3.1818181818181817,2015,1,31,2015-01-31,0,1,1,1,1,1,1
4,7,7,36,7,1,0,1,72.33333333333333,62.833333333333336,72.41666666666667,8.083333333333334,211.125,29.855833333333333,6.125,2015,2,1,2015-02-01,0,1,0,1,1,0,0
6,3,5,21,14,0,3,2,70.29166666666667,48.083333333333336,47.458333333333336,11.625,59.375,29.902083333333334,8.166666666666666,2015,2,2,2015-02-02,0,0,1,0,1,1,0
3,2,6,24,18,0,6,5,68.95833333333333,44.125,42.29166666666666,11.125,47.125,28.805833333333336,4.916666666666667,2015,2,3,2015-02-03,1,0,0,0,1,1,1
2,2,1,40,6,0,12,0,69.33333333333333,43.16666666666666,41.333333333333336,8.458333333333334,35.875,30.095,4.5,2015,2,4,2015-02-04,0,1,0,0,0,0,1
2,5,3,24,12,0,2,1,68.56521739130434,40.65217391304348,39.73913043478261,6.043478260869565,96.1304347826087,29.999565217391304,2.739130434782609,2015,2,5,2015-02-05,0,0,0,1,0,1,0
3,3,7,23,7,1,13,1,68.86363636363636,42.27272727272727,40.45454545454545,6.181818181818182,150.5909090909091,29.931818181818183,2.590909090909091,2015,2,6,2015-02-06,0,0,0,0,1,0,1
2,5,1,34,9,0,0,2,68.91666666666667,48.625,51.5,5.625,168.95833333333334,29.9075,2.875,2015,2,7,2015-02-07,0,1,0,1,0,1,0
1,7,6,30,8,0,0,0,68.91304347826087,46.91304347826087,49.130434782608695,7.434782608695652,52.04347826086956,29.961739130434783,4.565217391304348,2015,2,8,2015-02-08,0,1,0,1,1,0,0
3,3,9,20,8,1,0,1,68.91666666666667,41.25,39.333333333333336,12.291666666666666,45.333333333333336,30.02625,5.666666666666667,2015,2,9,2015-02-09,0,0,0,0,1,0,0
4,8,7,33,11,0,6,3,71.33333333333333,35.25,28.375,8.833333333333334,36.875,30.0325,1.5833333333333333,2015,2,10,2015-02-10,1,1,0,1,1,1,1
3,5,3,49,16,0,20,2,70.125,44.25,40.54166666666666,6.75,156.79166666666666,29.9675,3.625,2015,2,11,2015-02-11,0,1,0,1,0,1,1
3,4,6,23,11,1,5,0,72.8695652173913,56.17391304347826,60.130434782608695,7.217391304347826,194.95652173913044,29.92304347826087,5.217391304347826,2015,2,12,2015-02-12,0,0,0,1,1,1,1
5,4,7,30,11,1,22,1,74.78260869565217,63.82608695652174,70.43478260869566,11.26086956521739,265.2173913043478,29.87,5.391304347826087,2015,2,13,2015-02-13,0,1,1,1,1,1,1
4,1,6,28,13,1,5,4,76.125,65.33333333333333,69.95833333333333,11.041666666666666,259.0,29.79375,4.333333333333333,2015,2,14,2015-02-14,1,1,0,0,1,1,1
11,2,4,38,7,0,7,2,75.0,64.33333333333333,70.70833333333333,9.208333333333334,260.0,29.7975,3.9166666666666665,2015,2,15,2015-02-15,0,1,1,0,1,0,1
3,3,4,39,4,0,10,0,77.16666666666667,63.583333333333336,66.70833333333333,12.0,259.0,29.80125,4.75,2015,2,16,2015-02-16,0,1,0,0,1,0,1
5,7,3,34,2,0,6,1,74.95652173913044,62.73913043478261,68.30434782608695,6.3478260869565215,159.7391304347826,29.839565217391304,6.130434782608695,2015,2,17,2015-02-17,0,1,1,1,0,0,1
1,1,1,36,4,0,11,0,74.3913043478261,63.60869565217392,70.8695652173913,6.304347826086956,157.69565217391303,29.789130434782606,6.608695652173913,2015,2,18,2015-02-18,0,1,0,0,0,0,1
2,3,4,36,2,2,6,3,75.55,65.2,71.5,7.9,179.1,29.7515,4.15,2015,2,19,2015-02-19,1,1,0,0,1,0,1
5,3,0,27,5,0,25,6,76.95652173913044,67.21739130434783,73.65217391304348,6.434782608695652,231.08695652173915,29.819565217391304,3.4347826086956523,2015,2,20,2015-02-20,1,1,1,0,0,0,1
3,4,5,57,9,0,0,3,77.33333333333333,58.0,58.083333333333336,6.916666666666667,43.458333333333336,29.89,8.208333333333334,2015,2,21,2015-02-21,1,1,0,1,1,1,0
2,4,2,51,7,0,11,1,79.125,56.708333333333336,49.16666666666666,7.291666666666667,91.20833333333331,29.872083333333336,3.625,2015,2,22,2015-02-22,0,1,0,1,0,0,1
5,3,6,47,6,0,20,0,75.5909090909091,61.81818181818182,63.22727272727273,8.727272727272727,159.72727272727272,29.84181818181818,5.0,2015,2,23,2015-02-23,0,1,1,0,1,0,1
3,2,6,22,11,0,11,2,74.08333333333333,45.25,38.458333333333336,17.916666666666668,246.83333333333331,29.8,9.708333333333334,2015,2,24,2015-02-24,0,0,0,0,1,1,1
7,6,5,24,7,0,2,2,69.30434782608695,25.73913043478261,20.82608695652174,11.521739130434783,288.7391304347826,29.805217391304343,1.3043478260869563,2015,2,25,2015-02-25,0,0,1,1,1,0,0
6,2,2,37,13,0,1,1,68.6086956521739,29.91304347826087,26.91304347826087,6.217391304347826,145.0,29.808695652173917,1.0,2015,2,26,2015-02-26,0,1,1,0,0,1,0
6,4,5,51,1,1,0,0,69.29166666666667,40.5,37.875,5.791666666666667,91.16666666666669,29.80875,2.958333333333333,2015,2,27,2015-02-27,0,1,1,1,1,0,0
6,3,1,27,9,0,4,3,66.17391304347827,46.78260869565217,50.65217391304348,14.043478260869565,57.869565217391305,29.77434782608696,13.304347826086955,2015,2,28,2015-02-28,1,1,1,0,0,1,1
9,7,2,26,3,4,0,4,65.70833333333333,43.083333333333336,44.625,15.625,28.541666666666668,29.73375,4.541666666666667,2015,3,1,2015-03-01,1,0,1,1,0,0,0
6,5,3,40,6,1,2,3,67.58333333333333,46.875,51.458333333333336,8.833333333333334,174.70833333333334,29.83333333333333,2.458333333333333,2015,3,2,2015-03-02,1,1,1,1,0,0,0
8,2,4,36,13,0,1,4,70.45454545454545,50.22727272727273,49.40909090909091,8.136363636363637,213.95454545454547,29.871818181818185,2.3181818181818183,2015,3,3,2015-03-03,1,1,1,0,1,1,0
9,5,3,46,4,0,11,1,70.91666666666667,55.458333333333336,58.958333333333336,8.291666666666666,169.95833333333334,29.845,3.75,2015,3,4,2015-03-04,0,1,1,1,0,0,1
6,2,3,35,2,0,0,0,73.5,61.41666666666666,66.91666666666667,10.333333333333334,213.04166666666663,29.859166666666667,5.166666666666667,2015,3,5,2015-03-05,0,1,1,0,0,0,0
2,2,6,20,4,0,1,1,71.29166666666667,57.583333333333336,60.708333333333336,10.75,125.875,29.9325,5.791666666666667,2015,3,6,2015-03-06,0,0,0,0,1,0,0
3,1,1,2,0,0,0,0,75.54166666666667,50.208333333333336,47.583333333333336,7.833333333333333,183.08333333333331,29.879583333333333,7.291666666666667,2015,3,7,2015-03-07,0,0,0,0,0,0,0
6,3,2,55,9,0,2,1,74.29166666666667,26.70833333333333,20.70833333333333,8.166666666666666,260.875,29.914583333333336,5.583333333333333,2015,3,8,2015-03-08,0,1,1,0,0,1,0
2,3,5,34,10,0,1,1,72.33333333333333,28.666666666666668,25.83333333333333,9.791666666666666,74.41666666666667,30.01875,1.0,2015,3,9,2015-03-09,0,1,0,0,1,1,0
1,3,5,40,6,0,6,3,72.45833333333333,31.125,22.791666666666668,14.166666666666666,42.41666666666666,30.045,3.7916666666666665,2015,3,10,2015-03-10,1,1,0,0,1,0,1
11,5,3,32,9,0,4,0,72.375,34.291666666666664,27.041666666666668,10.291666666666666,52.833333333333336,29.955,2.6666666666666665,2015,3,11,2015-03-11,0,1,1,1,0,1,1
2,6,6,19,5,0,2,3,77.8695652173913,34.43478260869565,21.782608695652176,11.043478260869565,52.130434782608695,29.92304347826087,2.4347826086956523,2015,3,12,2015-03-12,1,0,0,1,1,0,0
4,3,7,63,11,2,1,0,74.34782608695652,47.21739130434783,39.95652173913044,7.608695652173913,212.6086956521739,29.858260869565218,4.956521739130435,2015,3,13,2015-03-13,0,1,0,0,1,1,0
2,4,4,38,9,0,9,3,71.78260869565217,51.47826086956522,52.30434782608695,9.347826086956522,203.7391304347826,29.82869565217391,3.869565217391304,2015,3,14,2015-03-14,1,1,0,1,1,1,1
3,4,3,39,3,0,12,3,69.3913043478261,48.73913043478261,48.869565217391305,7.086956521739131,149.91304347826087,29.840000000000003,1.826086956521739,2015,3,15,2015-03-15,1,1,0,1,0,0,1
8,2,4,47,8,0,0,1,73.66666666666667,55.125,53.958333333333336,7.916666666666667,167.20833333333334,29.91208333333333,1.625,2015,3,16,2015-03-16,0,1,1,0,1,0,0
5,3,4,29,9,1,2,0,77.08333333333333,55.79166666666666,54.29166666666666,5.666666666666667,139.95833333333334,29.976250000000004,3.625,2015,3,17,2015-03-17,0,1,1,0,1,1,0
7,2,5,24,5,0,20,2,78.08333333333333,51.75,43.875,6.416666666666667,179.33333333333334,29.894583333333333,1.9583333333333333,2015,3,18,2015-03-18,0,0,1,0,1,0,1
2,1,1,31,7,0,15,0,77.125,64.70833333333333,66.20833333333333,9.25,225.29166666666663,29.85458333333333,1.875,2015,3,19,2015-03-19,0,1,0,0,0,0,1
