,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Day,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,IntCondition
13451,2015-07-16,1,0,0,7,0,0,0,0,2015,7,19,16,86.0,75.0,70.0,225,17.0,29.25,4
13452,2015-07-16,0,2,0,4,2,0,0,1,2015,7,20,16,86.0,77.0,74.0,248,16.0,29.28,4
13453,2015-07-16,0,0,0,0,1,0,0,0,2015,7,21,16,86.0,77.0,74.0,0,0.0,29.31,4
13454,2015-07-16,0,0,0,0,0,0,0,0,2015,7,22,16,86.0,59.0,40.0,248,12.0,29.31,5
13455,2015-07-16,0,0,0,0,0,0,0,0,2015,7,23,16,86.0,77.0,74.0,248,12.0,29.31,16
13456,2015-07-17,0,0,0,0,0,0,0,0,2015,7,0,17,86.0,77.0,74.0,248,15.0,29.31,5
13457,2015-07-17,0,0,0,0,0,0,0,0,2015,7,1,17,86.0,77.0,74.0,248,13.0,29.28,5
13458,2015-07-17,0,0,0,0,0,0,0,0,2015,7,2,17,86.0,77.0,74.0,248,14.0,29.28,5
13459,2015-07-17,0,0,0,0,0,0,0,0,2015,7,3,17,86.0,77.0,74.0,225,13.0,29.28,5
13460,2015-07-17,0,0,0,0,0,0,0,0,2015,7,4,17,86.0,77.0,74.0,248,12.0,29.28,5
13461,2015-07-17,0,0,0,0,0,0,0,0,2015,7,5,17,86.0,77.0,74.0,248,12.0,29.28,5
13462,2015-07-17,0,0,0,0,0,0,0,0,2015,7,6,17,86.0,77.0,74.0,248,12.0,29.28,5
13463,2015-07-17,0,0,0,0,0,0,0,0,2015,7,7,17,86.0,77.0,74.0,248,12.0,29.31,5
13464,2015-07-17,0,0,0,3,1,0,0,0,2015,7,8,17,86.0,77.0,74.0,248,14.0,29.31,5
13465,2015-07-17,0,0,0,4,0,0,0,0,2015,7,9,17,88.0,77.0,70.0,270,14.0,29.31,5
13466,2015-07-17,0,0,1,2,0,0,0,0,2015,7,10,17,90.0,75.0,62.0,248,17.0,29.34,5
13467,2015-07-17,0,0,0,0,0,0,0,1,2015,7,11,17,90.0,75.0,62.0,203,18.0,29.34,5
13468,2015-07-17,0,1,0,2,1,0,0,0,2015,7,12,17,91.0,75.0,59.0,225,12.0,29.31,5
13469,2015-07-17,0,0,0,0,0,0,0,0,2015,7,13,17,91.0,77.0,63.0,225,15.0,29.31,5
13470,2015-07-17,0,0,0,1,0,0,0,0,2015,7,14,17,91.0,75.0,59.0,248,15.0,29.31,5
13471,2015-07-17,0,0,0,6,0,0,0,0,2015,7,15,17,91.0,75.0,59.0,225,15.0,29.31,5
13472,2015-07-17,0,0,0,1,0,0,0,1,2015,7,16,17,91.0,75.0,59.0,225,16.0,29.31,5
13473,2015-07-17,0,0,0,0,0,0,0,0,2015,7,17,17,90.0,77.0,66.0,225,14.0,29.28,5
13474,2015-07-17,0,0,0,2,0,0,0,0,2015,7,18,17,88.0,75.0,66.0,23,16.0,29.31,5
13475,2015-07-17,1,0,0,3,1,0,0,0,2015,7,19,17,88.0,77.0,70.0,248,15.0,29.34,5
13476,2015-07-17,1,0,0,3,0,0,0,0,2015,7,20,17,88.0,77.0,70.0,225,12.0,29.34,5
13477,2015-07-17,0,0,0,1,0,0,0,0,2015,7,21,17,86.0,77.0,74.0,203,12.0,29.36,5
13478,2015-07-17,0,0,0,0,0,0,0,0,2015,7,22,17,86.0,77.0,74.0,248,12.0,29.36,5
13479,2015-07-17,0,0,0,0,0,0,0,0,2015,7,23,17,86.0,77.0,74.0,225,12.0,29.39,5
13480,2015-07-18,0,0,0,0,0,0,0,0,2015,7,0,18,86.0,77.0,74.0,225,7.0,29.39,5
13481,2015-07-18,0,0,0,0,0,0,0,0,2015,7,1,18,86.0,77.0,74.0,225,9.0,29.39,5
13482,2015-07-18,0,0,0,0,0,0,0,0,2015,7,2,18,86.0,77.0,74.0,225,6.0,29.39,5
13483,2015-07-18,0,0,0,0,0,0,0,0,2015,7,3,18,84.0,77.0,79.0,225,9.0,29.39,5
13484,2015-07-18,0,0,0,0,0,0,0,0,2015,7,4,18,86.0,77.0,74.0,225,8.0,29.39,5
13485,2015-07-18,0,0,0,0,0,0,0,0,2015,7,5,18,86.0,75.0,70.0,248,7.0,29.39,5
13486,2015-07-18,0,0,0,0,0,0,0,0,2015,7,6,18,86.0,75.0,70.0,248,9.0,29.39,5
13487,2015-07-18,0,0,0,0,0,0,0,0,2015,7,7,18,86.0,75.0,70.0,248,9.0,29.42,5
13488,2015-07-18,0,0,0,4,1,0,0,0,2015,7,8,18,86.0,75.0,70.0,248,10.0,29.42,4
13489,2015-07-18,0,0,0,0,2,2,0,0,2015,7,9,18,88.0,75.0,66.0,225,8.0,29.45,4
13490,2015-07-18,0,0,1,0,1,1,0,1,2015,7,10,18,90.0,73.0,59.0,180,9.0,29.45,5
13491,2015-07-18,0,0,0,0,1,0,1,0,2015,7,11,18,91.0,75.0,59.0,225,12.0,29.45,5
13492,2015-07-18,0,2,0,1,0,0,0,0,2015,7,12,18,91.0,73.0,55.0,248,12.0,29.42,5
13493,2015-07-18,0,0,0,2,1,0,0,0,2015,7,13,18,91.0,73.0,55.0,225,14.0,29.42,5
13494,2015-07-18,0,1,0,3,1,0,0,0,2015,7,14,18,91.0,73.0,55.0,248,17.0,29.42,5
13495,2015-07-18,0,1,0,3,0,0,0,2,2015,7,15,18,91.0,73.0,55.0,225,14.0,29.39,5
13496,2015-07-18,0,0,0,1,0,0,0,0,2015,7,16,18,91.0,75.0,59.0,225,18.0,29.36,5
13497,2015-07-18,0,1,1,1,0,0,0,0,2015,7,17,18,90.0,75.0,62.0,225,17.0,29.36,5
13498,2015-07-18,2,0,0,1,0,0,0,0,2015,7,18,18,88.0,75.0,66.0,248,17.0,29.36,5
13499,2015-07-18,0,1,0,1,0,0,0,0,2015,7,19,18,88.0,75.0,66.0,248,17.0,29.36,5
13500,2015-07-18,1,0,0,6,1,0,0,0,2015,7,20,18,88.0,75.0,66.0,248,17.0,29.39,5
13501,2015-07-18,0,0,0,2,0,0,0,0,2015,7,21,18,86.0,77.0,74.0,225,16.0,29.42,5
13502,2015-07-18,0,0,0,0,0,0,0,0,2015,7,22,18,86.0,75.0,70.0,270,10.0,29.45,5
13503,2015-07-18,0,0,0,0,0,0,0,0,2015,7,23,18,86.0,77.0,74.0,203,14.0,29.45,5
13504,2015-07-19,0,0,0,0,0,0,0,0,2015,7,0,19,86.0,77.0,74.0,225,15.0,29.48,16
13505,2015-07-19,0,0,0,0,0,0,0,0,2015,7,1,19,86.0,75.0,70.0,203,10.0,29.45,5
13506,2015-07-19,0,0,0,0,0,0,0,0,2015,7,2,19,86.0,75.0,70.0,248,17.0,29.42,5
13507,2015-07-19,0,0,0,0,0,0,0,0,2015,7,3,19,86.0,73.0,66.0,225,17.0,29.42,5
13508,2015-07-19,0,0,0,0,0,0,0,0,2015,7,4,19,86.0,73.0,66.0,248,17.0,29.42,5
13509,2015-07-19,0,0,0,0,0,0,0,0,2015,7,5,19,86.0,73.0,66.0,248,15.0,29.39,5
13513,2015-07-19,0,0,1,0,1,0,0,0,2015,7,9,19,88.0,75.0,66.0,248,14.0,29.45,5
13514,2015-07-19,1,1,0,7,0,0,0,1,2015,7,10,19,88.0,75.0,66.0,248,17.0,29.45,5
13515,2015-07-19,1,0,1,2,0,0,0,1,2015,7,11,19,91.0,73.0,55.0,225,15.0,29.45,5
13516,2015-07-19,0,0,0,1,0,0,1,1,2015,7,12,19,91.0,73.0,55.0,248,15.0,29.45,5
13517,2015-07-19,1,0,0,1,0,0,0,0,2015,7,13,19,91.0,73.0,55.0,225,16.0,29.45,5
13518,2015-07-19,0,0,0,1,0,0,0,0,2015,7,14,19,93.0,72.0,49.0,248,18.0,29.42,5
13519,2015-07-19,0,0,0,0,0,0,0,0,2015,7,15,19,93.0,72.0,49.0,248,17.0,29.39,5
13520,2015-07-19,5,0,0,1,0,0,0,0,2015,7,16,19,91.0,73.0,55.0,248,21.0,29.36,7
13521,2015-07-19,0,0,0,1,0,0,0,0,2015,7,17,19,90.0,73.0,59.0,225,21.0,29.36,7
13522,2015-07-19,2,0,0,0,0,0,0,0,2015,7,18,19,88.0,73.0,62.0,225,17.0,29.36,5
13523,2015-07-19,1,0,0,0,0,0,0,0,2015,7,19,19,88.0,73.0,62.0,225,17.0,29.39,5
13524,2015-07-19,0,0,0,0,0,0,0,0,2015,7,20,19,86.0,75.0,70.0,225,17.0,29.42,5
13525,2015-07-19,0,0,0,0,0,0,0,0,2015,7,21,19,86.0,75.0,70.0,248,13.0,29.45,5
13526,2015-07-19,0,0,0,0,0,0,0,0,2015,7,22,19,86.0,75.0,70.0,225,14.0,29.45,5
13527,2015-07-19,0,0,0,0,0,0,0,0,2015,7,23,19,86.0,75.0,70.0,248,16.0,29.45,5
13528,2015-07-20,0,0,0,0,0,0,0,0,2015,7,0,20,86.0,75.0,70.0,225,17.0,29.42,5
13529,2015-07-20,0,0,0,0,0,0,0,0,2015,7,1,20,86.0,75.0,70.0,225,17.0,29.42,4
13530,2015-07-20,0,0,0,0,0,0,0,0,2015,7,2,20,86.0,75.0,70.0,270,14.0,29.42,5
13531,2015-07-20,0,0,0,0,0,0,0,0,2015,7,3,20,86.0,75.0,70.0,248,16.0,29.42,5
13532,2015-07-20,0,0,0,0,0,0,0,0,2015,7,4,20,86.0,75.0,70.0,248,17.0,29.42,5
13533,2015-07-20,0,0,0,0,0,0,0,0,2015,7,5,20,86.0,75.0,70.0,248,14.0,29.42,5
13534,2015-07-20,0,0,0,0,0,0,0,0,2015,7,6,20,84.0,75.0,74.0,248,12.0,29.42,5
13535,2015-07-20,0,0,0,2,0,0,0,0,2015,7,7,20,86.0,73.0,66.0,248,14.0,29.42,5
13536,2015-07-20,0,1,0,0,0,0,0,1,2015,7,8,20,86.0,73.0,66.0,248,16.0,29.42,4
13537,2015-07-20,0,0,0,0,0,0,0,0,2015,7,9,20,90.0,73.0,59.0,270,15.0,29.42,4
13538,2015-07-20,0,1,2,4,0,0,0,0,2015,7,10,20,90.0,73.0,59.0,248,15.0,29.45,5
13539,2015-07-20,0,0,0,5,0,0,0,0,2015,7,11,20,91.0,73.0,55.0,248,17.0,29.45,5
13540,2015-07-20,0,0,0,1,0,0,0,0,2015,7,12,20,91.0,73.0,55.0,270,17.0,29.42,5
13541,2015-07-20,0,0,0,0,0,0,0,0,2015,7,13,20,93.0,72.0,49.0,248,14.0,29.42,5
13542,2015-07-20,0,0,0,10,0,0,0,0,2015,7,14,20,93.0,70.0,46.0,225,17.0,29.42,5
13543,2015-07-20,0,0,0,4,0,0,0,0,2015,7,15,20,93.0,70.0,46.0,248,12.0,29.39,4
13544,2015-07-20,0,0,0,1,0,0,0,0,2015,7,16,20,91.0,72.0,52.0,248,12.0,29.36,4
13545,2015-07-20,0,0,0,1,1,0,0,0,2015,7,17,20,91.0,72.0,52.0,248,14.0,29.36,4
13546,2015-07-20,1,1,0,4,1,0,0,0,2015,7,18,20,91.0,72.0,52.0,248,12.0,29.36,4
13547,2015-07-20,2,0,1,3,1,0,0,1,2015,7,19,20,88.0,75.0,66.0,248,14.0,29.39,4
13548,2015-07-20,0,0,0,3,0,0,0,0,2015,7,20,20,88.0,75.0,66.0,248,14.0,29.42,4
13549,2015-07-20,2,1,2,3,1,0,0,0,2015,7,21,20,88.0,75.0,66.0,248,12.0,29.45,5
13550,2015-07-20,0,0,0,0,0,0,0,0,2015,7,22,20,86.0,75.0,70.0,225,12.0,29.45,5
13551,2015-07-20,0,0,0,0,0,0,0,0,2015,7,23,20,86.0,75.0,70.0,225,9.0,29.42,4
13552,2015-07-21,0,0,0,0,0,0,0,0,2015,7,0,21,86.0,75.0,70.0,248,14.0,29.42,4
13553,2015-07-21,0,0,0,0,0,0,0,0,2015,7,1,21,86.0,75.0,70.0,248,12.0,29.42,4
13554,2015-07-21,0,0,0,0,0,0,0,0,2015,7,2,21,86.0,75.0,70.0,0,0.0,29.42,4
13555,2015-07-21,0,0,0,0,0,0,0,0,2015,7,3,21,86.0,75.0,70.0,225,7.0,29.42,5
13556,2015-07-21,0,0,0,0,0,0,0,0,2015,7,4,21,86.0,75.0,70.0,225,7.0,29.42,5
13557,2015-07-21,0,0,0,0,0,0,0,0,2015,7,5,21,86.0,75.0,70.0,248,7.0,29.45,5
13560,2015-07-21,0,0,0,0,0,0,0,0,2015,7,8,21,86.0,75.0,70.0,248,12.0,29.48,5
13561,2015-07-21,0,0,1,6,0,0,0,0,2015,7,9,21,88.0,75.0,66.0,270,14.0,29.48,5
13562,2015-07-21,1,0,0,0,0,0,0,0,2015,7,10,21,90.0,75.0,62.0,270,12.0,29.48,5
13563,2015-07-21,1,1,1,0,2,0,1,1,2015,7,11,21,91.0,72.0,52.0,270,14.0,29.48,5
13564,2015-07-21,0,0,0,0,1,0,0,0,2015,7,12,21,93.0,73.0,52.0,248,14.0,29.45,5
13565,2015-07-21,0,0,0,1,1,0,0,0,2015,7,13,21,95.0,73.0,49.0,270,6.0,29.45,5
13566,2015-07-21,0,0,0,0,0,0,0,0,2015,7,14,21,95.0,73.0,49.0,248,6.0,29.42,5
13567,2015-07-21,0,0,0,2,0,0,0,0,2015,7,15,21,95.0,73.0,49.0,225,13.0,29.42,5
13568,2015-07-21,0,0,0,0,0,0,0,0,2015,7,16,21,93.0,73.0,52.0,248,16.0,29.42,5
13569,2015-07-21,0,0,0,1,0,0,0,0,2015,7,17,21,91.0,73.0,55.0,248,18.0,29.39,1
13570,2015-07-21,0,0,0,1,0,0,0,0,2015,7,18,21,90.0,75.0,62.0,248,16.0,29.39,1
13571,2015-07-21,1,0,0,0,2,0,0,0,2015,7,19,21,88.0,75.0,66.0,248,16.0,29.39,4
13572,2015-07-21,0,0,0,1,0,0,0,0,2015,7,20,21,88.0,75.0,66.0,225,9.0,29.42,5
13573,2015-07-21,1,0,0,2,1,0,0,3,2015,7,21,21,88.0,75.0,66.0,248,12.0,29.45,5
13574,2015-07-21,0,0,0,0,0,0,0,0,2015,7,22,21,86.0,77.0,74.0,225,12.0,29.48,4
13575,2015-07-21,0,0,0,0,0,0,0,0,2015,7,23,21,86.0,75.0,70.0,248,14.0,29.51,4
13576,2015-07-22,0,0,0,0,0,0,0,0,2015,7,0,22,79.0,73.0,83.0,248,7.0,0.0,12
13577,2015-07-22,0,0,0,0,0,0,0,0,2015,7,1,22,79.0,73.0,83.0,248,17.0,0.0,20
13578,2015-07-22,0,0,0,0,0,0,0,0,2015,7,2,22,81.0,75.0,84.0,180,7.0,0.0,29
13579,2015-07-22,0,0,0,0,0,0,0,0,2015,7,3,22,81.0,75.0,84.0,0,6.0,29.48,20
13580,2015-07-22,0,0,0,0,0,0,0,0,2015,7,4,22,81.0,75.0,84.0,45,2.0,29.48,20
13581,2015-07-22,0,0,0,0,0,0,0,0,2015,7,5,22,81.0,75.0,84.0,248,5.0,29.48,5
13582,2015-07-22,0,0,0,0,0,0,0,0,2015,7,6,22,81.0,75.0,84.0,225,5.0,29.45,5
13583,2015-07-22,0,0,0,0,0,0,0,0,2015,7,7,22,81.0,75.0,84.0,248,5.0,29.51,5
13584,2015-07-22,0,0,0,1,0,0,0,0,2015,7,8,22,84.0,73.0,70.0,270,6.0,29.51,5
13585,2015-07-22,0,0,1,3,1,0,0,1,2015,7,9,22,86.0,73.0,66.0,248,12.0,29.51,5
13586,2015-07-22,0,0,0,1,1,0,0,0,2015,7,10,22,88.0,73.0,62.0,248,16.0,29.54,5
13587,2015-07-22,3,0,0,2,0,0,0,0,2015,7,11,22,91.0,77.0,63.0,270,14.0,29.54,5
13588,2015-07-22,1,0,0,1,6,0,0,0,2015,7,12,22,91.0,77.0,63.0,270,14.0,29.51,5
13589,2015-07-22,0,0,2,4,0,0,0,0,2015,7,13,22,93.0,75.0,56.0,270,16.0,29.48,5
13590,2015-07-22,0,0,0,1,1,0,0,1,2015,7,14,22,93.0,75.0,56.0,270,12.0,29.48,5
13591,2015-07-22,0,0,0,4,0,0,0,0,2015,7,15,22,95.0,75.0,53.0,270,13.0,29.45,5
13592,2015-07-22,0,0,0,0,0,0,0,0,2015,7,16,22,93.0,75.0,56.0,338,12.0,29.45,29
13593,2015-07-22,0,0,0,0,0,0,0,0,2015,7,17,22,88.0,79.0,75.0,248,12.0,29.42,12
13594,2015-07-22,1,0,1,0,0,0,0,0,2015,7,18,22,88.0,77.0,70.0,293,12.0,29.42,5
13595,2015-07-22,3,0,0,0,0,0,0,0,2015,7,19,22,86.0,79.0,79.0,248,9.0,29.42,5
13596,2015-07-22,0,0,1,4,1,0,0,0,2015,7,20,22,86.0,79.0,79.0,248,12.0,29.45,9
13597,2015-07-22,1,0,0,1,0,0,5,1,2015,7,21,22,86.0,77.0,74.0,248,9.0,29.48,9
13598,2015-07-22,0,0,0,0,0,0,0,0,2015,7,22,22,86.0,77.0,74.0,270,7.0,29.51,16
13599,2015-07-22,0,0,0,0,0,0,0,0,2015,7,23,22,86.0,77.0,74.0,270,8.0,29.51,16
13600,2015-07-23,0,0,0,0,0,0,0,0,2015,7,0,23,86.0,77.0,74.0,293,8.0,29.45,16
13601,2015-07-23,0,0,0,0,0,0,0,0,2015,7,1,23,86.0,77.0,74.0,270,8.0,29.48,16
13602,2015-07-23,0,0,0,0,0,0,0,0,2015,7,2,23,86.0,77.0,74.0,203,5.0,29.45,16
13603,2015-07-23,0,0,0,0,0,0,0,0,2015,7,3,23,86.0,77.0,74.0,248,8.0,29.45,16
13604,2015-07-23,0,0,0,0,0,0,0,0,2015,7,4,23,86.0,77.0,74.0,270,7.0,29.45,16
13605,2015-07-23,0,0,0,0,0,0,0,0,2015,7,5,23,84.0,77.0,79.0,270,6.0,29.45,16
13606,2015-07-23,0,0,0,0,0,0,0,0,2015,7,6,23,84.0,79.0,84.0,248,8.0,29.45,4
13607,2015-07-23,0,0,0,0,1,0,0,0,2015,7,7,23,86.0,79.0,79.0,225,6.0,29.45,4
13608,2015-07-23,0,0,0,1,0,0,0,1,2015,7,8,23,86.0,73.0,66.0,270,8.0,29.48,4
13609,2015-07-23,0,2,1,0,0,0,0,1,2015,7,9,23,88.0,73.0,62.0,270,5.0,29.51,4
13610,2015-07-23,0,1,1,1,2,0,0,0,2015,7,10,23,88.0,75.0,66.0,293,9.0,29.51,4
13611,2015-07-23,1,1,0,1,0,0,0,0,2015,7,11,23,90.0,75.0,62.0,270,8.0,29.51,20
13612,2015-07-23,0,0,0,0,0,0,0,0,2015,7,12,23,90.0,75.0,62.0,248,9.0,29.51,16
13613,2015-07-23,0,0,0,0,0,0,0,0,2015,7,13,23,90.0,75.0,62.0,293,8.0,29.51,20
13614,2015-07-23,0,0,0,0,0,0,0,0,2015,7,14,23,90.0,77.0,66.0,270,6.0,29.48,16
13615,2015-07-23,0,0,0,1,0,0,0,0,2015,7,15,23,91.0,77.0,63.0,248,16.0,29.45,16
13616,2015-07-23,0,0,0,2,0,0,0,0,2015,7,16,23,90.0,79.0,70.0,248,20.0,29.45,20
13617,2015-07-23,0,0,1,1,0,0,0,0,2015,7,17,23,90.0,77.0,66.0,270,8.0,29.45,20
13618,2015-07-23,0,0,0,1,0,0,0,0,2015,7,18,23,79.0,77.0,94.0,45,22.0,29.48,28
13619,2015-07-23,0,0,0,1,0,0,0,0,2015,7,19,23,79.0,77.0,94.0,45,14.0,29.48,12
13620,2015-07-23,0,0,0,1,0,0,0,0,2015,7,20,23,81.0,77.0,89.0,270,7.0,29.48,31
13621,2015-07-23,0,0,0,4,0,0,0,0,2015,7,21,23,82.0,79.0,89.0,270,12.0,29.51,31
13622,2015-07-23,0,0,0,0,0,0,0,0,2015,7,22,23,84.0,79.0,84.0,270,8.0,29.51,11
13623,2015-07-23,0,0,0,0,0,0,0,0,2015,7,23,23,82.0,79.0,89.0,248,9.0,29.54,9
13624,2015-07-24,0,0,0,0,0,0,0,0,2015,7,0,24,84.0,79.0,84.0,293,5.0,29.54,5
13625,2015-07-24,0,0,0,0,0,0,0,0,2015,7,1,24,84.0,79.0,84.0,293,9.0,29.51,5
13626,2015-07-24,0,0,0,0,0,0,0,0,2015,7,2,24,84.0,79.0,84.0,270,9.0,29.51,5
13627,2015-07-24,0,0,0,0,0,0,0,0,2015,7,3,24,84.0,79.0,84.0,23,6.0,29.48,5
13628,2015-07-24,0,0,0,0,0,0,0,0,2015,7,4,24,84.0,79.0,84.0,293,7.0,29.48,5
13629,2015-07-24,0,0,0,0,0,0,0,0,2015,7,5,24,84.0,79.0,84.0,293,7.0,29.48,5
13630,2015-07-24,0,0,0,0,0,0,0,0,2015,7,6,24,93.0,77.0,59.0,203,10.0,29.48,4
13631,2015-07-24,0,0,0,2,0,0,0,0,2015,7,7,24,84.0,77.0,79.0,293,9.0,29.51,5
13632,2015-07-24,0,0,1,0,1,0,0,1,2015,7,8,24,86.0,77.0,74.0,293,9.0,29.54,5
13633,2015-07-24,1,0,0,6,3,0,0,3,2015,7,9,24,86.0,79.0,79.0,270,9.0,29.54,4
13634,2015-07-24,2,1,0,2,0,0,0,0,2015,7,10,24,90.0,79.0,70.0,248,3.0,29.54,4
13635,2015-07-24,0,1,0,0,1,0,0,2,2015,7,11,24,91.0,77.0,63.0,248,5.0,29.54,5
13636,2015-07-24,0,0,0,2,0,0,0,0,2015,7,12,24,91.0,77.0,63.0,248,7.0,29.54,5
13637,2015-07-24,1,0,0,2,1,0,0,0,2015,7,13,24,93.0,77.0,59.0,248,6.0,29.54,5
13638,2015-07-24,0,1,0,1,1,1,0,1,2015,7,14,24,93.0,77.0,59.0,225,6.0,29.51,5
13639,2015-07-24,0,1,0,0,0,0,0,0,2015,7,15,24,93.0,77.0,59.0,225,13.0,29.48,4
13640,2015-07-24,0,0,0,1,0,0,0,0,2015,7,16,24,93.0,77.0,59.0,225,9.0,29.45,4
13641,2015-07-24,0,0,1,2,1,0,0,0,2015,7,17,24,91.0,75.0,59.0,225,13.0,29.45,4
13642,2015-07-24,0,0,2,1,1,0,0,1,2015,7,18,24,90.0,77.0,66.0,225,14.0,29.45,4
13643,2015-07-24,0,1,0,5,0,0,0,0,2015,7,19,24,88.0,77.0,70.0,203,9.0,29.48,4
13644,2015-07-24,2,0,0,2,0,0,1,2,2015,7,20,24,86.0,79.0,79.0,225,9.0,29.51,5
13645,2015-07-24,0,1,0,4,0,0,0,0,2015,7,21,24,86.0,77.0,74.0,225,12.0,29.54,5
13646,2015-07-24,0,0,0,0,0,0,0,0,2015,7,22,24,86.0,77.0,74.0,225,9.0,29.54,5
13647,2015-07-24,0,0,0,0,0,0,0,0,2015,7,23,24,86.0,77.0,74.0,225,9.0,29.54,5
13648,2015-07-25,0,0,0,0,0,0,0,0,2015,7,0,25,86.0,77.0,74.0,225,12.0,29.51,5
13650,2015-07-25,0,0,0,0,0,0,0,0,2015,7,2,25,84.0,77.0,79.0,248,7.0,29.51,5
13651,2015-07-25,0,0,0,0,0,0,0,0,2015,7,3,25,84.0,79.0,84.0,225,9.0,29.48,5
13652,2015-07-25,0,0,0,0,0,0,0,0,2015,7,4,25,84.0,79.0,84.0,248,9.0,29.48,5
13653,2015-07-25,0,0,0,0,0,0,0,0,2015,7,5,25,84.0,79.0,84.0,248,12.0,29.48,5
13654,2015-07-25,0,0,0,0,0,0,0,0,2015,7,6,25,84.0,77.0,79.0,248,14.0,29.51,5
13655,2015-07-25,0,0,0,0,0,0,0,0,2015,7,7,25,84.0,77.0,79.0,248,9.0,29.51,5
13656,2015-07-25,1,0,0,0,2,0,0,0,2015,7,8,25,84.0,77.0,79.0,248,10.0,29.51,5
13657,2015-07-25,2,1,1,1,1,0,0,0,2015,7,9,25,88.0,77.0,70.0,248,14.0,29.54,5
13658,2015-07-25,0,0,0,2,0,0,0,0,2015,7,10,25,90.0,77.0,66.0,248,12.0,29.54,5
13659,2015-07-25,0,1,1,1,0,0,0,0,2015,7,11,25,90.0,75.0,62.0,270,16.0,29.54,5
13660,2015-07-25,1,0,0,2,0,0,0,0,2015,7,12,25,90.0,75.0,62.0,248,12.0,29.51,5
13661,2015-07-25,0,0,1,0,0,0,0,0,2015,7,13,25,90.0,77.0,66.0,248,12.0,29.51,5
13662,2015-07-25,0,0,0,2,1,0,0,2,2015,7,14,25,90.0,77.0,66.0,248,14.0,29.48,5
13663,2015-07-25,0,0,0,2,0,0,0,0,2015,7,15,25,88.0,77.0,70.0,248,12.0,29.45,20
13664,2015-07-25,0,0,0,1,0,0,0,0,2015,7,16,25,88.0,75.0,66.0,248,16.0,29.42,20
13665,2015-07-25,0,0,0,2,1,0,0,0,2015,7,17,25,88.0,75.0,66.0,270,14.0,29.42,20
13666,2015-07-25,0,1,0,0,0,0,0,0,2015,7,18,25,88.0,77.0,70.0,248,14.0,29.42,5
13667,2015-07-25,0,0,2,4,1,1,0,2,2015,7,19,25,86.0,77.0,74.0,270,14.0,29.42,20
13668,2015-07-25,0,0,0,5,1,0,0,0,2015,7,20,25,86.0,77.0,74.0,248,12.0,29.45,20
13669,2015-07-25,0,0,0,0,0,0,0,0,2015,7,21,25,84.0,79.0,84.0,248,16.0,29.45,21
13670,2015-07-25,0,0,0,0,0,0,0,0,2015,7,22,25,84.0,79.0,84.0,225,9.0,29.48,16
13671,2015-07-25,0,0,0,0,0,0,0,0,2015,7,23,25,82.0,79.0,89.0,248,10.0,29.48,16
13672,2015-07-26,0,0,0,0,0,0,0,0,2015,7,0,26,82.0,79.0,89.0,225,12.0,29.45,16
13673,2015-07-26,0,0,0,0,0,0,0,0,2015,7,1,26,82.0,79.0,89.0,225,9.0,29.45,16
13674,2015-07-26,0,0,0,0,0,0,0,0,2015,7,2,26,82.0,77.0,84.0,203,14.0,29.42,31
13675,2015-07-26,0,0,0,0,0,0,0,0,2015,7,3,26,82.0,77.0,84.0,225,12.0,29.39,16
13676,2015-07-26,0,0,0,0,0,0,0,0,2015,7,4,26,82.0,77.0,84.0,225,9.0,29.39,16
13677,2015-07-26,0,0,0,0,0,0,0,0,2015,7,5,26,82.0,77.0,84.0,225,9.0,29.42,16
13678,2015-07-26,0,0,0,0,0,0,0,0,2015,7,6,26,84.0,77.0,79.0,248,12.0,29.42,5
13679,2015-07-26,0,0,0,0,0,0,0,0,2015,7,7,26,84.0,77.0,79.0,248,12.0,29.42,5
13680,2015-07-26,1,0,0,2,1,0,0,0,2015,7,8,26,84.0,77.0,79.0,248,12.0,29.45,20
13681,2015-07-26,1,0,1,1,2,0,0,0,2015,7,9,26,82.0,77.0,84.0,270,14.0,29.45,14
13682,2015-07-26,0,0,0,5,0,0,0,0,2015,7,10,26,81.0,77.0,89.0,248,12.0,29.48,14
13683,2015-07-26,0,1,1,5,1,0,0,0,2015,7,11,26,84.0,77.0,79.0,270,17.0,29.45,16
13684,2015-07-26,1,0,0,2,0,0,0,0,2015,7,12,26,84.0,75.0,74.0,270,15.0,29.45,20
13685,2015-07-26,0,0,0,8,0,0,0,0,2015,7,13,26,86.0,77.0,74.0,248,15.0,29.45,21
13686,2015-07-26,0,1,0,0,0,0,0,0,2015,7,14,26,86.0,75.0,70.0,270,15.0,29.42,20
13687,2015-07-26,0,0,0,1,0,0,0,0,2015,7,15,26,84.0,77.0,79.0,225,10.0,29.45,20
13688,2015-07-26,0,0,0,1,0,0,0,0,2015,7,16,26,84.0,77.0,79.0,270,9.0,29.45,16
13689,2015-07-26,0,0,1,0,0,0,0,0,2015,7,17,26,81.0,79.0,94.0,248,7.0,29.42,12
13690,2015-07-26,2,0,0,1,0,0,0,0,2015,7,18,26,81.0,77.0,89.0,225,12.0,29.36,16
13691,2015-07-26,0,0,0,3,0,0,0,0,2015,7,19,26,82.0,77.0,84.0,248,12.0,29.39,8
