index,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Condition_int
16512,11/21/2015,1,0,0,1,0,0,6,0,66,39,37,NNW,9,0,29.89,0,Haze,6
16513,11/21/2015,0,1,0,6,0,0,5,1,75,37,25,NNE,14,0,29.92,0,Haze,6
16514,11/21/2015,0,0,0,11,0,0,5,0,81,34,18,NE,12,0,29.92,0,Haze,6
16515,11/21/2015,0,0,0,0,0,0,0,1,84,32,15,NNE,15,0,29.89,0,Haze,6
16516,11/21/2015,0,0,0,3,1,0,1,0,86,30,13,NE,16,0,29.89,0,Haze,6
16517,11/21/2015,0,0,2,12,0,0,0,0,88,32,14,NE,14,0,29.87,0,Haze,6
16518,11/21/2015,0,0,1,1,0,0,0,1,88,34,15,NE,15,0,29.84,0,Fair,0
16519,11/21/2015,0,0,1,1,0,0,0,0,90,32,13,NE,8,0,29.81,0,Fair,0
16520,11/21/2015,0,0,0,2,1,0,0,0,88,32,14,NNE,6,0,0,0,Fair,0
16521,11/21/2015,0,0,0,2,1,0,0,0,88,32,14,NE,6,0,29.81,0,Fair,0
16522,11/21/2015,3,0,0,4,1,0,0,0,84,32,15,NNE,9,0,29.81,0,Fair,0
16523,11/21/2015,0,0,1,0,0,0,0,0,79,34,20,NE,9,0,29.84,0,Fair,0
16524,11/21/2015,0,0,0,1,0,0,0,0,77,34,21,NE,10,0,29.84,0,Fair,0
16525,11/21/2015,0,0,0,0,0,0,0,0,75,34,22,NNE,12,0,29.87,0,Fair,0
16526,11/21/2015,0,0,0,0,0,0,0,0,73,34,23,NNE,8,0,29.87,0,Fair,0
16527,11/21/2015,0,0,0,0,0,0,0,0,72,34,25,NNE,9,0,29.87,0,Fair,0
16528,11/22/2015,0,0,0,0,0,0,0,0,70,34,27,NNW,6,0,29.87,0,Fair,0
16529,11/22/2015,0,0,0,0,0,0,0,0,68,34,28,N,6,0,29.87,0,Fair,0
16530,11/22/2015,0,0,0,0,0,0,0,0,66,34,30,NNE,7,0,29.84,0,Fair,0
16531,11/22/2015,0,0,0,0,0,0,0,0,64,34,32,NNE,12,0,29.84,0,Fair,0
16532,11/22/2015,0,0,0,0,0,0,0,0,64,34,32,N,8,0,29.84,0,Fair,0
16533,11/22/2015,0,0,0,0,0,0,0,0,64,34,32,NNE,9,0,29.84,0,Fair,0
16536,11/22/2015,1,0,0,0,0,0,0,0,66,36,32,NNE,9,0,29.89,0,Haze,6
16537,11/22/2015,0,0,1,0,0,0,0,0,72,36,27,NNE,9,0,29.92,0,Haze,6
16538,11/22/2015,0,0,0,2,0,0,0,0,79,36,21,N,8,0,29.92,0,Haze,6
16539,11/22/2015,0,0,0,14,1,0,0,0,82,36,19,NE,3,0,29.92,0,Haze,6
16540,11/22/2015,0,0,0,6,0,1,2,0,84,36,18,N,7,0,29.89,0,Haze,6
16541,11/22/2015,0,0,0,6,0,0,0,0,88,36,16,N,5,0,29.87,0,Haze,6
16542,11/22/2015,0,0,0,0,0,0,0,0,88,34,15,NNE,7,0,29.84,0,Haze,6
16543,11/22/2015,0,0,0,6,4,1,0,0,90,36,15,N,5,0,29.81,0,Fair,0
16544,11/22/2015,0,0,0,2,0,0,0,0,90,34,14,NW,8,0,29.81,0,Fair,0
16545,11/22/2015,0,1,0,1,0,0,0,0,88,34,15,WNW,5,0,29.81,0,Fair,0
16546,11/22/2015,0,0,0,2,0,0,0,0,86,34,15,WNW,5,0,29.81,0,Fair,0
16547,11/22/2015,1,1,1,1,0,0,0,1,81,39,23,W,7,0,29.84,0,Haze,6
16548,11/22/2015,0,1,0,1,1,0,0,0,75,41,29,NE,7,0,29.87,0,Haze,6
16549,11/22/2015,0,0,0,0,0,0,0,0,75,41,29,CALM,0,0,29.87,0,Haze,6
16550,11/22/2015,0,0,0,0,0,0,0,0,72,41,33,ENE,7,0,29.87,0,Haze,6
16551,11/22/2015,0,0,0,0,0,0,0,0,70,39,33,NNE,5,0,29.87,0,Haze,6
16552,11/23/2015,0,0,0,0,0,0,0,0,70,39,33,ENE,5,0,29.87,0,Haze,6
16553,11/23/2015,0,0,0,0,0,0,0,0,68,37,33,NNW,6,0,29.87,0,Haze,6
16554,11/23/2015,0,0,0,0,0,0,0,0,68,36,30,NNW,5,0,29.87,0,Haze,6
16555,11/23/2015,0,0,0,0,0,0,0,0,64,36,34,NW,3,0,29.87,0,Haze,6
16556,11/23/2015,0,0,0,0,0,0,0,0,64,36,34,NNE,7,0,29.87,0,Haze,6
16557,11/23/2015,0,0,0,0,0,0,0,0,64,36,34,NNE,6,0,29.87,0,Haze,6
16558,11/23/2015,0,0,0,0,0,0,0,0,63,37,39,NNE,7,0,29.87,0,Haze,6
16559,11/23/2015,0,0,0,0,0,0,0,0,63,37,39,NNE,6,0,29.89,0,Haze,6
16560,11/23/2015,0,0,0,2,0,0,0,0,64,37,37,N,6,0,29.92,0,Haze,6
16561,11/23/2015,0,0,0,4,0,0,0,0,72,39,31,NE,5,0,29.92,0,Haze,6
16562,11/23/2015,0,0,1,6,0,0,0,1,79,41,26,NNW,6,0,29.95,0,Haze,6
16563,11/23/2015,0,0,0,0,0,0,0,0,84,39,20,NNE,6,0,29.95,0,Haze,6
16564,11/23/2015,1,0,0,1,1,0,0,0,84,39,20,NNE,12,0,29.92,0,Haze,6
16565,11/23/2015,0,0,0,8,1,0,0,0,88,36,16,NNE,5,0,29.89,0,Haze,6
16566,11/23/2015,0,0,0,8,1,0,0,1,88,36,16,NNE,5,0,0,0,Haze,6
16567,11/23/2015,1,0,0,1,0,0,0,0,90,36,15,NNW,12,0,29.84,0,Fair,0
16568,11/23/2015,1,0,0,12,0,0,0,0,90,36,15,N,12,0,29.84,0,Fair,0
16569,11/23/2015,0,0,0,2,0,0,0,0,88,36,16,ENE,12,0,29.84,0,Fair,0
16570,11/23/2015,0,0,1,3,0,0,1,0,84,37,19,NE,10,0,29.84,0,Fair,0
16571,11/23/2015,0,1,1,8,0,0,0,0,81,37,21,NE,12,0,29.87,0,Fair,0
16572,11/23/2015,0,0,1,12,0,0,0,0,79,39,24,NE,9,0,29.89,0,Fair,0
16574,11/23/2015,0,0,0,0,0,0,0,0,73,41,31,NNE,5,0,29.89,0,Fair,0
16575,11/23/2015,0,0,0,0,0,0,0,0,70,41,35,N,6,0,29.92,0,Fair,0
16576,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,NNW,5,0,29.89,0,Fair,0
16577,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,N,9,0,29.89,0,Fair,0
16578,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,N,7,0,29.89,0,Fair,0
16579,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,N,7,0,29.89,0,Fair,0
16580,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,N,6,0,29.87,0,Fair,0
16581,11/24/2015,0,0,0,0,0,0,0,0,68,41,37,NNW,6,0,29.87,0,Fair,0
16582,11/24/2015,0,0,0,0,0,0,0,0,68,43,40,N,5,0,29.89,0,Haze,6
16583,11/24/2015,0,0,0,0,0,0,0,0,68,43,40,NNW,12,0,29.92,0,Haze,6
16584,11/24/2015,1,0,0,2,1,0,0,1,70,43,38,N,12,0,29.95,0,Haze,6
16585,11/24/2015,0,0,3,1,0,0,0,1,73,43,33,N,9,0,29.95,0,Haze,6
16586,11/24/2015,0,0,1,2,5,0,0,0,81,41,24,NE,12,0,29.95,0,Haze,6
16587,11/24/2015,0,1,2,0,3,0,0,0,82,39,21,NNE,21,0,29.95,0,Blowing Dust / Windy,11
16588,11/24/2015,0,0,0,1,0,0,0,0,86,37,18,NNE,21,0,29.95,0,Haze / Windy,13
16589,11/24/2015,0,0,0,1,0,0,0,0,88,36,16,NNE,20,0,29.89,0,Haze,6
16590,11/24/2015,2,3,0,2,1,0,0,2,88,36,16,NE,14,0,29.89,0,Haze,6
16591,11/24/2015,1,1,0,1,1,0,0,1,88,36,16,NNE,17,0,29.87,0,Fair,0
16592,11/24/2015,0,0,0,1,0,0,0,0,86,34,15,NNE,17,0,29.87,0,Fair,0
16593,11/24/2015,0,1,0,1,0,0,0,0,84,34,16,NNE,17,0,29.87,0,Fair,0
16594,11/24/2015,1,0,0,1,0,0,1,0,82,36,19,NE,15,0,29.87,0,Haze,6
16595,11/24/2015,0,0,0,3,1,3,0,0,81,39,23,NE,15,0,29.89,0,Fair,0
16596,11/24/2015,0,0,0,1,0,0,0,0,79,43,28,NNE,14,0,29.92,0,Fair,0
16597,11/24/2015,0,0,0,2,0,0,0,0,77,43,29,NNE,13,0,29.92,0,Fair,0
16598,11/24/2015,0,0,0,0,0,0,0,0,77,45,32,NE,15,0,29.92,0,Fair,0
16599,11/24/2015,0,0,0,0,0,0,0,0,75,43,31,NNE,14,0,29.95,0,Fair,0
16600,11/25/2015,0,0,0,0,0,0,0,0,72,41,33,NNE,6,0,29.92,0,Fair,0
16601,11/25/2015,0,0,0,0,0,0,0,0,73,39,29,NNW,6,0,29.92,0,Fair,0
16602,11/25/2015,0,0,0,0,0,0,0,0,73,39,29,NNW,9,0,29.92,0,Fair,0
16603,11/25/2015,0,0,0,0,0,0,0,0,73,37,27,N,10,0,29.92,0,Fair,0
16604,11/25/2015,0,0,0,0,0,0,0,0,72,36,27,NNW,9,0,29.89,0,Fair,0
16605,11/25/2015,0,0,0,0,0,0,0,0,72,36,27,NNW,10,0,29.89,0,Fair,0
16606,11/25/2015,0,0,0,0,0,0,0,0,72,36,27,N,9,0,29.89,0,Fair,0
16607,11/25/2015,0,0,0,0,0,0,0,0,70,39,33,NNW,12,0,29.92,0,Fair,0
16608,11/25/2015,0,1,1,2,0,0,0,0,70,39,33,NNW,9,0,29.92,0,Fair,0
16609,11/25/2015,0,0,0,1,0,0,0,0,73,37,27,NNE,3,0,29.95,0,Haze,6
16610,11/25/2015,0,1,0,6,0,0,2,1,82,37,20,ENE,12,0,29.95,0,Fair,0
16611,11/25/2015,0,1,1,1,1,0,0,0,82,36,19,NNE,12,0,29.95,0,Partly Cloudy,2
16612,11/25/2015,1,0,0,0,1,0,0,0,84,36,18,NE,12,0,29.95,0,Partly Cloudy,2
16613,11/25/2015,0,0,0,3,0,0,1,0,86,32,14,NNE,9,0,29.89,0,Partly Cloudy,2
16614,11/25/2015,1,0,0,0,0,0,0,0,86,32,14,NNE,9,0,29.89,0,Partly Cloudy,2
16615,11/25/2015,1,1,0,1,6,0,0,0,88,30,13,NNE,9,0,29.87,0,Fair,0
16616,11/25/2015,0,0,0,3,2,0,0,0,88,32,14,NNE,9,0,29.87,0,Fair,0
16617,11/25/2015,0,0,0,3,1,0,0,0,88,30,13,WNW,8,0,29.87,0,Fair,0
16618,11/25/2015,1,1,0,5,0,0,0,1,84,34,16,CALM,0,0,29.89,0,Fair,0
16619,11/25/2015,0,0,1,0,0,0,0,0,81,36,20,WNW,3,0,29.89,0,Fair,0
16620,11/25/2015,1,0,0,4,0,0,0,1,77,39,26,NNE,7,0,29.92,0,Fair,0
16621,11/25/2015,0,0,0,0,0,0,0,0,77,39,26,N,6,0,29.95,0,Fair,0
16622,11/25/2015,0,0,0,0,0,0,0,0,73,43,33,NNW,3,0,29.95,0,Fair,0
16623,11/25/2015,0,0,0,0,0,0,0,0,70,39,33,NE,6,0,29.95,0,Fair,0
16624,11/26/2015,0,0,0,0,0,0,0,0,68,37,33,CALM,0,0,29.92,0,Fair,0
16625,11/26/2015,0,0,0,0,0,0,0,0,68,36,30,CALM,0,0,29.92,0,Fair,0
16626,11/26/2015,0,0,0,0,0,0,0,0,66,37,35,NNE,3,0,29.92,0,Fair,0
16627,11/26/2015,0,0,0,0,0,0,0,0,64,36,34,N,5,0,29.89,0,Fair,0
16628,11/26/2015,0,0,0,0,0,0,0,0,64,37,37,CALM,0,0,29.89,0,Fair,0
16629,11/26/2015,0,0,0,0,0,0,0,0,63,39,42,NW,6,0,29.89,0,Fair,0
16631,11/26/2015,0,0,0,0,0,0,0,0,61,36,39,N,5,0,29.92,0,Smoke,7
16632,11/26/2015,0,0,0,0,1,0,0,0,64,28,26,NNW,8,0,29.95,0,Haze,6
16633,11/26/2015,0,0,1,0,0,0,0,0,70,27,20,NNW,7,0,29.95,0,Haze,6
16634,11/26/2015,0,0,1,1,1,0,0,0,75,43,31,N,7,0,29.98,0,Haze,6
16635,11/26/2015,0,0,0,5,1,0,0,0,81,19,10,NNE,6,0,29.95,0,Fair,0
16636,11/26/2015,2,1,0,1,0,0,0,0,82,18,9,N,5,0,29.95,0,Fair,0
16637,11/26/2015,1,0,0,0,0,0,0,0,84,14,7,NNW,6,0,29.92,0,Fair,0
16638,11/26/2015,1,0,0,2,0,0,0,0,86,12,6,NNE,6,0,29.89,0,Fair,0
16639,11/26/2015,0,0,0,1,0,0,0,0,86,12,6,NNE,6,0,29.87,0,Fair,0
16640,11/26/2015,0,0,0,5,0,0,0,0,82,43,25,SW,9,0,29.87,0,Fair,0
16641,11/26/2015,0,0,0,1,0,0,0,0,81,41,24,SSW,10,0,29.87,0,Fair,0
16642,11/26/2015,0,1,0,0,5,0,0,0,77,39,26,S,5,0,29.89,0,Smoke,7
16643,11/26/2015,0,0,0,6,0,0,0,0,75,37,25,S,6,0,29.92,0,Smoke,7
16644,11/26/2015,0,1,0,4,0,0,0,0,73,39,29,SW,6,0,29.92,0,Smoke,7
16645,11/26/2015,0,0,0,0,0,0,0,0,70,41,35,ESE,7,0,29.95,0,Smoke,7
16646,11/26/2015,0,0,0,0,0,0,0,0,68,41,37,ESE,6,0,29.95,0,Haze,6
16647,11/26/2015,0,0,0,0,0,0,0,0,68,43,40,CALM,0,0,29.95,0,Haze,6
16648,11/27/2015,0,0,0,0,0,0,0,0,64,39,40,CALM,0,0,29.92,0,Haze,6
16649,11/27/2015,0,0,0,0,0,0,0,0,63,39,42,CALM,0,0,29.92,0,Haze,6
16650,11/27/2015,0,0,0,0,0,0,0,0,61,34,36,NNE,5,0,29.92,0,Haze,6
16651,11/27/2015,0,0,0,0,0,0,0,0,59,34,39,CALM,0,0,29.92,0,Haze,6
16652,11/27/2015,0,0,0,0,0,0,0,0,59,28,31,N,5,0,29.89,0,Haze,6
16653,11/27/2015,0,0,0,0,0,0,0,0,57,27,31,NNE,6,0,29.89,0,Haze,6
16654,11/27/2015,0,0,0,0,0,0,0,0,57,27,31,NNE,5,0,29.89,0,Haze,6
16655,11/27/2015,0,0,0,0,0,0,0,0,57,27,31,CALM,0,0,29.89,0,Haze,6
16656,11/27/2015,0,1,0,0,0,0,0,0,59,27,29,CALM,0,0,29.92,0,Haze,6
16657,11/27/2015,0,0,0,0,1,0,0,0,66,27,23,CALM,0,0,29.92,0,Haze,6
16658,11/27/2015,0,0,0,0,0,0,0,0,73,27,18,CALM,0,0,29.95,0,Haze,6
16659,11/27/2015,0,0,0,1,1,0,0,0,79,30,17,CALM,0,0,29.92,0,Haze,6
16660,11/27/2015,0,0,0,0,0,0,0,0,81,36,20,CALM,0,0,29.92,0,Haze,6
16661,11/27/2015,0,1,0,0,0,0,0,0,84,30,14,CALM,0,0,29.87,0,Fair,0
16662,11/27/2015,0,0,0,1,2,0,0,0,84,27,12,WNW,2,0,29.84,0,Fair,0
16663,11/27/2015,0,1,0,6,0,0,0,0,82,36,19,S,9,0,29.84,0,Fair,0
16664,11/27/2015,0,0,0,1,0,0,0,0,81,39,23,SW,6,0,29.81,0,Fair,0
16665,11/27/2015,0,1,1,4,1,0,0,0,79,43,28,SSW,10,0,29.84,0,Fair,0
16666,11/27/2015,0,0,0,1,0,0,0,0,75,43,31,SSW,6,0,29.84,0,Fair,0
16667,11/27/2015,0,0,0,0,0,0,0,0,73,43,33,SSW,5,0,29.84,0,Fair,0
16668,11/27/2015,0,0,0,4,1,0,0,0,72,45,38,SSW,6,0,29.87,0,Fair,0
16669,11/27/2015,0,0,1,2,1,0,0,0,70,45,40,SW,6,0,29.89,0,Fair,0
16670,11/27/2015,0,0,0,0,0,0,0,0,70,46,43,WSW,5,0,29.89,0,Fair,0
16671,11/27/2015,0,0,0,0,0,0,0,0,66,46,49,WSW,5,0,29.89,0,Fair,0
16672,11/28/2015,0,0,0,0,0,0,0,0,63,46,55,CALM,0,0,29.89,0,Fair,0
16673,11/28/2015,0,0,0,0,0,0,0,0,63,46,55,CALM,0,0,29.89,0,Fair,0
16674,11/28/2015,0,0,0,0,0,0,0,0,61,45,55,NNE,6,0,29.87,0,Fair,0
16675,11/28/2015,0,0,0,0,0,0,0,0,61,45,55,NNE,6,0,29.87,0,Fair,0
16676,11/28/2015,0,0,0,0,0,0,0,0,59,45,59,NNE,7,0,29.87,0,Fair,0
16677,11/28/2015,0,0,0,0,0,0,0,0,59,45,59,NNE,6,0,29.87,0,Smoke,7
16678,11/28/2015,0,0,0,0,0,0,0,0,57,45,63,NNE,6,0,29.89,0,Smoke,7
16679,11/28/2015,0,0,0,0,0,0,0,0,57,45,63,NNE,6,0,29.89,0,Smoke,7
16680,11/28/2015,0,0,0,1,0,0,0,0,59,45,59,NNE,5,0,29.92,0,Smoke,7
16681,11/28/2015,0,0,0,1,3,0,0,0,68,48,49,NNE,5,0,29.95,0,Smoke,7
16682,11/28/2015,0,0,1,4,0,0,0,1,75,50,41,NNE,3,0,29.95,0,Haze,6
16683,11/28/2015,1,0,0,1,0,0,0,0,79,46,32,N,6,0,29.95,0,Fair,0
16684,11/28/2015,1,0,1,0,0,0,0,0,82,30,15,NNE,7,0,29.92,0,Fair,0
16685,11/28/2015,1,0,1,3,0,0,0,0,84,27,12,NE,3,0,29.92,0,Fair,0
16686,11/28/2015,0,0,0,1,0,0,0,0,84,25,11,ENE,12,0,29.89,0,Fair,0
16687,11/28/2015,0,0,1,2,0,0,0,0,84,25,11,ENE,9,0,29.87,0,Fair,0
16688,11/28/2015,0,0,0,5,0,0,0,0,84,19,9,E,7,0,29.87,0,Fair,0
16689,11/28/2015,3,1,0,6,0,0,2,0,82,19,10,ENE,9,0,29.87,0,Fair,0
16690,11/28/2015,0,0,0,0,0,0,0,0,81,21,11,ENE,9,0,29.89,0,Fair,0
16691,11/28/2015,0,0,0,7,0,0,0,0,73,23,15,ENE,6,0,29.92,0,Fair,0
16692,11/28/2015,0,2,0,15,0,0,8,0,72,25,17,NE,9,0,29.95,0,Fair,0
16693,11/28/2015,0,0,0,0,0,0,0,0,70,23,17,NE,10,0,29.95,0,Fair,0
16694,11/28/2015,0,0,0,0,0,0,0,0,68,25,20,NE,12,0,29.95,0,Fair,0
16695,11/28/2015,0,0,0,0,0,0,0,0,66,28,24,NNE,12,0,29.98,0,Fair,0
16696,11/29/2015,0,0,0,0,0,0,0,0,63,28,27,N,7,0,29.98,0,Fair,0
16697,11/29/2015,0,0,0,0,0,0,0,0,63,28,27,NNE,6,0,29.98,0,Fair,0
16698,11/29/2015,0,0,0,0,0,0,0,0,61,30,31,N,8,0,29.98,0,Fair,0
16699,11/29/2015,0,0,0,0,0,0,0,0,61,25,25,N,3,0,29.95,0,Fair,0
16700,11/29/2015,0,0,0,0,0,0,0,0,63,27,26,CALM,0,0,29.95,0,Fair,0
16701,11/29/2015,0,0,0,0,0,0,0,0,61,28,29,CALM,0,0,29.95,0,Haze,6
16702,11/29/2015,0,0,0,0,0,0,0,0,61,32,34,N,7,0,29.98,0,Haze,6
16703,11/29/2015,0,0,0,0,0,0,0,0,61,32,34,N,9,0,29.98,0,Haze,6
16704,11/29/2015,0,0,0,0,0,0,0,0,63,34,34,ENE,9,0,30.04,0,Haze,6
16705,11/29/2015,0,0,0,1,0,0,0,0,68,36,30,ENE,9,0,30.04,0,Haze,6
16706,11/29/2015,1,0,2,17,0,0,0,0,75,36,24,NNE,15,0,30.07,0,Haze,6
16707,11/29/2015,0,0,0,0,1,0,0,0,77,36,22,NNE,17,0,30.04,0,Haze,6
16708,11/29/2015,2,0,2,2,0,0,0,0,79,36,21,NNE,14,0,30.01,0,Fair,0
16709,11/29/2015,0,1,0,3,0,0,1,0,81,34,18,N,17,0,29.98,0,Fair,0
16710,11/29/2015,0,0,0,0,0,0,0,0,82,28,14,NE,16,0,29.95,0,Fair,0
16711,11/29/2015,0,0,0,6,0,0,0,0,82,30,15,NNE,12,0,29.92,0,Fair,0
16712,11/29/2015,1,0,0,4,0,0,0,0,82,30,15,NNE,16,0,29.92,0,Fair,0
16713,11/29/2015,1,1,0,2,0,0,3,0,81,27,14,NE,15,0,29.92,0,Fair,0
16714,11/29/2015,0,1,1,7,0,0,0,0,79,28,16,NE,12,0,29.92,0,Fair,0
16715,11/29/2015,1,0,0,0,0,0,0,0,73,30,20,NE,12,0,29.95,0,Fair,0
16716,11/29/2015,0,0,1,0,0,0,0,0,70,32,25,NNE,9,0,29.98,0,Fair,0
16717,11/29/2015,0,0,0,0,0,0,0,0,68,34,28,NNE,7,0,30.01,0,Fair,0
16718,11/29/2015,0,0,0,0,0,0,0,0,64,34,32,NNE,7,0,30.01,0,Fair,0
16719,11/29/2015,0,0,0,0,0,0,0,0,64,34,32,NNE,9,0,30.01,0,Fair,0
16720,11/30/2015,0,0,0,0,0,0,0,0,64,30,28,N,9,0,30.01,0,Fair,0
16721,11/30/2015,0,0,0,0,0,0,0,0,63,28,27,N,12,0,29.98,0,Fair,0
16722,11/30/2015,0,0,0,0,0,0,0,0,63,27,26,N,9,0,29.98,0,Fair,0
16723,11/30/2015,0,0,0,0,0,0,0,0,63,27,26,N,10,0,29.98,0,Fair,0
16724,11/30/2015,0,0,0,0,0,0,0,0,61,27,27,N,7,0,29.98,0,Fair,0
16725,11/30/2015,0,0,0,0,0,0,0,0,59,23,25,NNW,6,0,30.01,0,Fair,0
16726,11/30/2015,0,0,0,0,0,0,0,0,57,25,29,N,7,0,30.01,0,Fair,0
16727,11/30/2015,0,0,0,0,0,0,0,0,57,25,29,N,5,0,30.01,0,Haze,6
16728,11/30/2015,1,0,0,0,0,0,0,1,59,27,29,NNE,7,0,30.04,0,Haze,6
16729,11/30/2015,0,0,1,2,0,1,0,0,66,27,23,NNE,6,0,30.07,0,Haze,6
16730,11/30/2015,0,0,1,1,0,0,0,0,75,25,15,N,6,0,30.07,0,Fair,0
16731,11/30/2015,2,0,1,0,0,0,0,0,79,27,15,N,8,0,30.04,0,Fair,0
16732,11/30/2015,1,0,0,1,1,0,0,0,82,28,14,NNE,10,0,30.01,0,Fair,0
16733,11/30/2015,0,0,1,0,4,0,0,1,84,30,14,NNE,9,0,29.98,0,Fair,0
16734,11/30/2015,1,0,0,2,0,0,0,0,86,32,14,NE,7,0,29.95,0,Fair,0
16735,11/30/2015,0,1,0,0,0,0,0,0,86,34,15,ENE,5,0,29.92,0,Fair,0
16736,11/30/2015,0,0,0,0,0,0,1,0,86,37,18,NNE,6,0,29.92,0,Fair,0
16737,11/30/2015,0,0,0,0,0,0,0,0,84,34,16,NE,5,0,29.89,0,Fair,0
16738,11/30/2015,0,0,1,8,0,0,0,0,81,41,24,SW,5,0,29.92,0,Haze,6
16739,11/30/2015,1,0,0,9,0,0,5,0,75,46,36,CALM,0,0,29.92,0,Haze,6
16740,11/30/2015,0,0,0,7,0,0,0,0,73,46,38,ESE,6,0,29.95,0,Haze,6
16741,11/30/2015,1,0,0,5,0,0,0,1,72,45,38,NE,6,0,29.98,0,Haze,6
16742,11/30/2015,0,0,0,0,0,0,0,0,66,37,35,NE,5,0,29.98,0,Haze,6
16743,11/30/2015,0,0,0,0,0,0,0,0,66,36,32,NNE,5,0,29.98,0,Fair,0
16744,12/1/2015,0,0,0,0,0,0,0,0,64,34,32,NNW,2,0,29.95,0,Fair,0
16745,12/1/2015,0,0,0,0,0,0,0,0,63,34,34,CALM,0,0,29.95,0,Fair,0
16746,12/1/2015,0,0,0,0,0,0,0,0,63,34,34,CALM,0,0,29.95,0,Fair,0
16747,12/1/2015,0,0,0,0,0,0,0,0,61,36,39,NNW,6,0,29.92,0,Fair,0
16748,12/1/2015,0,0,0,0,0,0,0,0,59,36,42,CALM,0,0,29.92,0,Fair,0
16749,12/1/2015,0,0,0,0,0,0,0,0,59,34,39,NW,3,0,29.95,0,Fair,0
16751,12/1/2015,0,0,0,0,0,0,0,0,57,36,44,N,7,0,29.95,0,Fair,0
16752,12/1/2015,0,1,0,2,1,0,0,0,59,36,42,CALM,0,0,29.98,0,Haze,6
16753,12/1/2015,0,0,0,0,0,0,0,0,64,36,34,CALM,0,0,30.01,0,Haze,6
16754,12/1/2015,0,0,1,2,1,0,0,0,72,36,27,CALM,0,0,30.01,0,Haze,6
16755,12/1/2015,0,0,1,3,0,1,0,0,79,39,24,CALM,0,0,30.01,0,Haze,6
16756,12/1/2015,0,0,2,0,0,0,0,0,82,43,25,WNW,8,0,29.98,0,Haze,6
16757,12/1/2015,0,0,0,1,0,0,0,0,84,36,18,NNW,7,0,29.95,0,Haze,6
16758,12/1/2015,0,0,0,0,0,0,5,0,86,34,15,WNW,9,0,29.92,0,Fair,0
16759,12/1/2015,0,0,0,3,0,0,0,0,86,34,15,WSW,7,0,29.89,0,Fair,0
16760,12/1/2015,0,0,0,6,0,0,0,0,86,46,25,WSW,9,0,0,0,Fair,0
16761,12/1/2015,0,0,0,0,0,0,0,0,84,39,20,WSW,12,0,29.87,0,Fair,0
16762,12/1/2015,1,0,2,4,0,0,0,1,81,43,26,SW,7,0,29.87,0,Haze,6
16763,12/1/2015,0,0,0,2,2,0,0,0,77,37,24,WSW,5,0,29.89,0,Haze,6
16764,12/1/2015,0,0,0,0,0,0,0,0,73,39,29,CALM,0,0,29.89,0,Haze,6
16765,12/1/2015,0,0,0,1,0,0,0,0,73,37,27,CALM,0,0,29.92,0,Haze,6
16766,12/1/2015,0,0,0,0,0,0,0,0,68,41,37,CALM,0,0,29.92,0,Haze,6
16767,12/1/2015,0,0,0,0,0,0,0,0,64,43,45,ENE,3,0,29.92,0,Haze,6
16769,12/2/2015,0,0,0,0,0,0,0,0,64,41,42,CALM,0,0,29.92,0,Haze,6
16770,12/2/2015,0,0,0,0,0,0,0,0,63,41,45,CALM,0,0,29.92,0,Haze,6
16771,12/2/2015,0,0,0,0,0,0,0,0,61,39,45,CALM,0,0,29.89,0,Haze,6
16772,12/2/2015,0,0,0,0,0,0,0,0,59,39,48,CALM,0,0,29.89,0,Haze,6
16773,12/2/2015,0,0,0,0,0,0,0,0,57,39,51,NNE,3,0,29.89,0,Haze,6
16774,12/2/2015,0,0,0,0,0,0,0,0,57,37,48,N,3,0,29.89,0,Haze,6
16775,12/2/2015,0,0,0,0,0,0,0,0,57,37,48,NNE,6,0,29.92,0,Haze,6
16776,12/2/2015,0,0,0,2,0,0,0,0,59,39,48,CALM,0,0,29.95,0,Haze,6
16777,12/2/2015,0,0,0,0,0,0,0,0,64,37,37,NNE,7,0,29.98,0,Haze,6
16778,12/2/2015,1,0,0,4,1,0,0,0,75,41,29,NNE,8,0,29.98,0,Haze,6
16779,12/2/2015,0,0,0,0,9,0,0,0,79,39,24,N,5,0,29.98,0,Haze,6
16780,12/2/2015,0,0,1,5,11,4,0,0,82,37,20,NE,2,0,29.95,0,Haze,6
16781,12/2/2015,0,0,0,5,0,0,0,0,84,36,18,E,9,0,29.95,0,Haze,6
16782,12/2/2015,0,0,1,1,1,0,0,0,86,41,20,SSE,5,0,29.92,0,Haze,6
16783,12/2/2015,0,0,0,9,0,0,0,0,86,37,18,NE,3,0,29.89,0,Haze,6
16784,12/2/2015,0,0,0,5,0,0,0,0,82,45,26,NE,3,0,29.89,0,Haze,6
16785,12/2/2015,0,2,0,3,0,0,0,0,82,45,26,NE,3,0,29.89,0,Haze,6
16786,12/2/2015,0,0,0,0,0,0,0,0,77,50,39,CALM,0,0,29.95,0,Haze,6
